tweetText_clean,tweetText,label,image_link,link_status,id,event
#CharlieHebdo. We must reprint his work (yes HIS work - the main cartoonist). BBC spits on the dead by censoring it,#CharlieHebdo. We must reprint his work (yes HIS work - the main cartoonist). BBC spits on the dead by censoring it http://t.co/jyZHiyCR0H,real,https://pbs.twimg.com/media/B61A10sIAAE_AUg.jpg,,553169622762262529,charliehebdo
24 of the most powerful cartoons related to the #CharlieHebdo tragedy:,24 of the most powerful cartoons related to the #CharlieHebdo tragedy: http://t.co/I85pBNMKVj http://t.co/6YqHTA9REP,real,https://pbs.twimg.com/media/B61CA1rCQAIoOSp.jpg,,553170912129056770,charliehebdo
People gather in silence to remember Paris shooting victims and say #JeSuisCharlie. Photos:,People gather in silence to remember Paris shooting victims and say #JeSuisCharlie. Photos: http://t.co/8AuPWcklfF http://t.co/2XVVTAWFDe,real,https://pbs.twimg.com/media/B61CxK0IgAAIY8A.jpg,,553171741804359680,charliehebdo
Crowds gather for #charliehebdo vigils around Australia #JeSuisCharlie,Crowds gather for #charliehebdo vigils around Australia #JeSuisCharlie http://t.co/3hCuJxwGoo http://t.co/jsXB4RpjXb,real,https://pbs.twimg.com/media/B61CrbuCUAEy41K.jpg,,553171841913602048,charliehebdo
"Mourners hold signs showing victims' eyes during #JeSuisCharlie rally in NY (J. Minchillo, AP)","Mourners hold signs showing victims' eyes during #JeSuisCharlie rally in NY http://t.co/6LwllVuTTM (J. Minchillo, AP) http://t.co/XnsBLDYMil",real,https://pbs.twimg.com/media/B61CWifCMAASD2E.jpg,,553171877464920064,charliehebdo
Cartoonists around the world respond to the #CharlieHebdo killings:,Cartoonists around the world respond to the #CharlieHebdo killings: http://t.co/JBX8K0Mzt6 http://t.co/vxREqhUqw4,real,https://pbs.twimg.com/media/B61Djo1IUAAE_5a.jpg,,553172609211596800,charliehebdo
Brilliant. #JeSuisCharlie via @lectrr,Brilliant. #JeSuisCharlie via @lectrr http://t.co/CSe2EN1Fxg,real,https://pbs.twimg.com/media/B61Ds8TIMAAL51-.jpg,,553172769819852800,charliehebdo
The threat of violence should not become an excuse or justification for restricting freedom of speech. #JeSuisCharlie,The threat of violence should not become an excuse or justification for restricting freedom of speech. #JeSuisCharlie http://t.co/kXp2qJzFUM,real,https://pbs.twimg.com/media/B61D0hCCIAEJxps.png,,553172900270727169,charliehebdo
"17 journalists massacres by Israel in Gaza, 2014. Where were these ""freedom of speech"" people then? #CharlieHebdo","17 journalists massacres by Israel in Gaza, 2014. Where were these ""freedom of speech"" people then? #CharlieHebdo http://t.co/jcFNEXmH4a",real,https://pbs.twimg.com/media/B61EP22IQAA4jwj.jpg,,553173371043995648,charliehebdo
UK police hold 2 minutes silence for slain Paris officers #CharlieHebdo,UK police hold 2 minutes silence for slain Paris officers http://t.co/EG2PvT6CXj #CharlieHebdo http://t.co/sMyXXLcNN7,real,https://pbs.twimg.com/media/B61FJKGCMAAhrLH.jpg,,553174353735872512,charliehebdo
"World sends messages of condolence, outrage, defiance via #JeSuisCharlie after Paris attack:","World sends messages of condolence, outrage, defiance via #JeSuisCharlie after Paris attack: http://t.co/deqrOSVi0m http://t.co/Ama2pSOvZN",real,https://pbs.twimg.com/media/B6zBQe-CMAIYfcb.png,,553174536028303360,charliehebdo
RT @charliesaidthat: The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie,RT @charliesaidthat: The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/Z1ORR69n3e,real,https://pbs.twimg.com/media/B606RdnCUAAvRsQ.jpg,,553174639158231041,charliehebdo
"Photo of petrol station north-east of Paris, reportedly robbed by #CharlieHebdo suspects","Photo of petrol station north-east of Paris, reportedly robbed by #CharlieHebdo suspects http://t.co/hW1busTlsC http://t.co/dTHYCbSWNA",real,https://pbs.twimg.com/media/B61FeH0IgAABfKC.jpg,,553174713061892097,charliehebdo
Newsrooms around the world show their support for #CharlieHebdo: #jesuischarlie,Newsrooms around the world show their support for #CharlieHebdo: https://t.co/2sZ43iXyYe #jesuischarlie http://t.co/dAOvitPGPi,real,https://pbs.twimg.com/media/B61FikHCIAAhKyd.png,,553174789561389056,charliehebdo
A Tribute to the Cartoonists of Charlie Hebdo #JeSuisCharlie,A Tribute to the Cartoonists of Charlie Hebdo #JeSuisCharlie http://t.co/TkEwyqq8py http://t.co/Ms8pEqxxnZ,real,https://pbs.twimg.com/media/B6xTisCCEAAXkbT.png,,553175336926449664,charliehebdo
The moving tributes to the victims of the Charlie Hebdo shooting,The moving tributes to the victims of the Charlie Hebdo shooting http://t.co/pxRaFxCWMP http://t.co/A8AisDaypj,real,https://pbs.twimg.com/media/B61AiuuCQAAVKHi.jpg,,553175550231986177,charliehebdo
8 journalists 2 officers 1 janitor 1 visitor Victims killed in #CharlieHebdo attack: (Getty),8 journalists 2 officers 1 janitor 1 visitor Victims killed in #CharlieHebdo attack: http://t.co/xZJo8kPPRA (Getty) http://t.co/sX1MMjd0Tc,real,https://pbs.twimg.com/media/B61FZS6CEAEfAJQ.jpg,,553175714128990208,charliehebdo
Updated: Here’s what we know about the gunmen behind the Charlie Hebdo attack,Updated: Here’s what we know about the gunmen behind the Charlie Hebdo attack http://t.co/armP730CmV http://t.co/OsrH20Cos8,real,https://pbs.twimg.com/media/B61HeB7CEAAR_DW.jpg,,553176976698376192,charliehebdo
Revenge attacks on Muslim spaces begin in France after #CharlieHebdo massacre,Revenge attacks on Muslim spaces begin in France after #CharlieHebdo massacre http://t.co/50anhW9BEk http://t.co/uKL5El7V2B,real,https://pbs.twimg.com/media/B61HoCqIEAAVVJu.jpg,,553177082566836225,charliehebdo
#IDF Chief references the attack at #CharlieHebdo while speaking to @NDU_EDU group in the #US,#IDF Chief references the attack at #CharlieHebdo while speaking to @NDU_EDU group in the #US http://t.co/x0Z4UoixiZ http://t.co/tpdRuer1g6,real,https://pbs.twimg.com/media/B61Ho_tIcAAYcLK.jpg,,553177099843149824,charliehebdo
"""Even if they kill 10 of us, the newspaper will go out next week."" #CharlieHebdo","""Even if they kill 10 of us, the newspaper will go out next week."" #CharlieHebdo http://t.co/m4slfkJ3xJ http://t.co/fHR1vPffz2",real,https://pbs.twimg.com/media/B61H16OIYAAjlSl.jpg,,553177321218514944,charliehebdo
"At my mom in Paris, right before the new year.#beforetragedy #jesuischarlie #whowouldhaveknown #booksfromchildhood &lt;3","At my mom in Paris, right before the new year.#beforetragedy #jesuischarlie #whowouldhaveknown #booksfromchildhood &lt;3 http://t.co/dZqmi5Xjly",real,https://pbs.twimg.com/media/B61H-U4CcAEyIot.jpg,,553177465883873280,charliehebdo
Charlie Hebdo to continue publishing in the wake of the attack,Charlie Hebdo to continue publishing in the wake of the attack http://t.co/6bMvM3wgkL http://t.co/dBBG4L40Kx,real,https://pbs.twimg.com/media/B61ItYlIgAAd8hf.jpg,,553178273895956480,charliehebdo
All European flags fly at half-mast today to pay tribute to the victims of the terrorist attack in Paris,All European flags fly at half-mast today to pay tribute to the victims of the terrorist attack in Paris http://t.co/S98A1Y5B7p,real,https://pbs.twimg.com/media/B61Kt1kCMAAWG2d.jpg,,553180503969644544,charliehebdo
The Pen and the Sword: the latest from @MorinToon. #jesuischarlie,The Pen and the Sword: the latest from @MorinToon. #jesuischarlie http://t.co/PLfpUYWCGS http://t.co/z1xWFyGFkH,real,https://pbs.twimg.com/media/B6zSHQ-CIAAU3YO.jpg,,553180729254113280,charliehebdo
The pen is mighter than the sword #JeSuisCharlie,The pen is mighter than the sword #JeSuisCharlie http://t.co/wYYLQLXChI,real,https://pbs.twimg.com/media/B61LpHnCEAAdFZR.png,,553181500104269824,charliehebdo
Artists fight violence with images #CharlieHebdo #solidarity,Artists fight violence with images #CharlieHebdo #solidarity http://t.co/1i8Dq4iVg6 http://t.co/XMmGLDvmIn,real,https://pbs.twimg.com/media/B6x96tyCYAAqldj.png,,553181586829484034,charliehebdo
Religion does not always correlate with ethics #JeSuisCharlie #ParisShooting #Islamophobia,Religion does not always correlate with ethics #JeSuisCharlie #ParisShooting #Islamophobia http://t.co/42JbTUmkmX,real,https://pbs.twimg.com/media/B61L81cCQAA3rao.jpg,,553181902543126529,charliehebdo
"#CharlieHebdo’s most controversial religious covers, explained--PHOTOS:","#CharlieHebdo’s most controversial religious covers, explained--PHOTOS: http://t.co/i6iHNENtPq http://t.co/wSAWthWHx7",real,https://pbs.twimg.com/media/B61MGF9IMAEA9IQ.jpg,,553181997041217537,charliehebdo
Time for every Western Country 2 stand up &amp; say..... #JeSuisCharlie #IAmCharlieHebdo,Time for every Western Country 2 stand up &amp; say..... #JeSuisCharlie #IAmCharlieHebdo http://t.co/Okepxlhrl4,real,https://pbs.twimg.com/media/B61M5_bCQAADsVU.jpg,,553182889379397632,charliehebdo
A million copies of Charlie Hebdo will be published Wednesday to show “stupidity will not win”,A million copies of Charlie Hebdo will be published Wednesday to show “stupidity will not win” http://t.co/nwdVxrc5f9 http://t.co/JXCOKGeTJC,real,https://pbs.twimg.com/media/B61NXGDCQAIoaHh.png,,553183420499894272,charliehebdo
"If you r a Muslim on social media &amp; have not yet tweeted ""I am #CharlieHebdo,"" then you are an Islamist and our enemy","If you r a Muslim on social media &amp; have not yet tweeted ""I am #CharlieHebdo,"" then you are an Islamist and our enemy http://t.co/7NtlBSwJU0",real,https://pbs.twimg.com/media/B61N_eHIcAA-R8-.png,,553184082277187585,charliehebdo
Exactly the right response: mass #CharlieHebdo sharing starts at 14 GMT via @IndexCensorship,Exactly the right response: mass #CharlieHebdo sharing starts at 14 GMT via @IndexCensorship http://t.co/1TZzeqncQ8 http://t.co/9Uncsrw1bQ,real,https://pbs.twimg.com/media/B61O4gGCcAA4cj5.jpg,,553185062829948928,charliehebdo
"1 of the cops killed at #CharlieHebdo was, like most victims of Islamist militants, a Muslim.","1 of the cops killed at #CharlieHebdo was, like most victims of Islamist militants, a Muslim. http://t.co/qmnj7R9zJA http://t.co/s9apCaJcjF",real,https://pbs.twimg.com/media/B61ODgqCMAAxwkv.jpg,,553185825065009153,charliehebdo
INFOGRAPHIC: Anti-#Muslim attacks in #France after the Charlie Hebdo massacre. #no2h8 @HuffPostUK @Independent,INFOGRAPHIC: Anti-#Muslim attacks in #France after the Charlie Hebdo massacre. #no2h8 @HuffPostUK @Independent http://t.co/KlWiFmYyb6,real,https://pbs.twimg.com/media/B61Pwn3IMAAjQvR.jpg,,553186026811039745,charliehebdo
A quick infographic explaining some of the immediate anti-Muslim backlash in France: #CharlieHebdo,A quick infographic explaining some of the immediate anti-Muslim backlash in France: http://t.co/Wuh9TW9IxA #CharlieHebdo,real,https://pbs.twimg.com/media/B61Pwn3IMAAjQvR.jpg,,553186515359379457,charliehebdo
This: via @aboujahjah #JeSuisAhmed #JeSuisCharlie #CharlieHebdo,This: via @aboujahjah #JeSuisAhmed #JeSuisCharlie #CharlieHebdo http://t.co/avEw4j6U7p,real,https://pbs.twimg.com/media/B61QWGTCYAILJem.png,,553186670871597056,charliehebdo
#JeSuisCharlie displayed on the roof of the German Axel Springer publishers HQ in Berlin,#JeSuisCharlie displayed on the roof of the German Axel Springer publishers HQ in Berlin http://t.co/6Vyt2viHo2 http://t.co/b5Xcgji56f,real,https://pbs.twimg.com/media/B61QZKXCQAAavZ7.jpg,,553186739326812161,charliehebdo
Julian Assange has lost the plot. Blames “Jewish pro-censorship lobby” for legitimizing the Charlie Hebdo massacre.,Julian Assange has lost the plot. Blames “Jewish pro-censorship lobby” for legitimizing the Charlie Hebdo massacre. http://t.co/QZClfKB6ZH,real,https://pbs.twimg.com/media/B61Q5sDCYAEAdAI.png,,553187282295877632,charliehebdo
"We are against Barbarians! USA, Europa and Israel? #RespectForMuslims #CharlieHebdo #JeSuisCharlie","We are against Barbarians! USA, Europa and Israel? #RespectForMuslims #CharlieHebdo #JeSuisCharlie http://t.co/Gosv47XrJZ",real,https://pbs.twimg.com/media/B61RhG8CAAALlRF.png,,553187959835725824,charliehebdo
"#CharlieHebdo journalists 'provoked' their own slaughter, says American Catholic group","#CharlieHebdo journalists 'provoked' their own slaughter, says American Catholic group http://t.co/nYQp3hgPyN http://t.co/CjnKSwL8u6",real,https://pbs.twimg.com/media/B61RvDECYAIg53C.jpg,,553188214522249217,charliehebdo
Tremendous front page to today's @Independent. Bravo @amolrajan et al. Simply brilliant. #JeSuisCharlie ↓,Tremendous front page to today's @Independent. Bravo @amolrajan et al. Simply brilliant. #JeSuisCharlie ↓ http://t.co/w7QpEVJ0pT,real,https://pbs.twimg.com/media/B61RwEzIMAApZY-.jpg,,553188225691684864,charliehebdo
A million copies of Charlie Hebdo will be published on Wednesday,A million copies of Charlie Hebdo will be published on Wednesday http://t.co/LS77tY8ySQ http://t.co/eOYjJxnbpe,real,https://pbs.twimg.com/media/B61SW2pCIAEIbik.jpg,,553188974811185152,charliehebdo
World pays tribute to victims of #CharlieHebdo massacre,World pays tribute to victims of #CharlieHebdo massacre http://t.co/icVVi6l4Gv http://t.co/UqlhSjPBMq,real,https://pbs.twimg.com/media/B61RxZBCYAE6Dpj.jpg,,553189024941481985,charliehebdo
What we do and don't know about the aftermath of the Charlie Hebdo shooting,What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/r7Zo8PQyCM http://t.co/mu7n5BzGhR,real,https://pbs.twimg.com/media/B61SnXDIYAEkOv4.png,,553189165509394432,charliehebdo
Cartoonists stand in solidarity with #CharlieHebdo victims with these powerful images,Cartoonists stand in solidarity with #CharlieHebdo victims with these powerful images http://t.co/Tbg2WDiIHF http://t.co/MhPgwnz9gQ,real,https://pbs.twimg.com/media/B6wLriPCEAAInb2.jpg,,553189490521812992,charliehebdo
A silent vigil was held in London last night for the victims of the Charlie Hebdo shooting,A silent vigil was held in London last night for the victims of the Charlie Hebdo shooting http://t.co/DFl1SyXhCU http://t.co/D0rLz4LIHX,real,https://pbs.twimg.com/media/B60TMm_CUAAXNBt.jpg,,553190655011205120,charliehebdo
'One million copies' of #CharlieHebdo to be published as French media vow to keep it running,'One million copies' of #CharlieHebdo to be published as French media vow to keep it running http://t.co/dr8bWwaxlp http://t.co/oIeK0NDhpl,real,https://pbs.twimg.com/media/B61VgIaCAAAgh55.png,,553192366098898945,charliehebdo
Shaheen Hashmat: ‘Islam is defined by its followers. Moderate Muslims must act’ (Pic:K PETERS),Shaheen Hashmat: ‘Islam is defined by its followers. Moderate Muslims must act’ http://t.co/wsiT3JzSBd (Pic:K PETERS) http://t.co/4tWvhMEYce,real,https://pbs.twimg.com/media/B61K9-MCIAE9-d0.jpg,,553193210269298688,charliehebdo
The victims of the #CharlieHebdo attack,The victims of the #CharlieHebdo attack http://t.co/v8Cw7N58B0 http://t.co/yVgnrLa7vk,real,https://pbs.twimg.com/media/B61WihOIYAEMb-M.jpg,,553193480319942656,charliehebdo
#CharlieHebdo will continue publishing in wake of the attack:,#CharlieHebdo will continue publishing in wake of the attack: http://t.co/djW9x4BqHQ http://t.co/xDlLZ4AtPe,real,https://pbs.twimg.com/media/B61W492IQAEnxd2.jpg,,553193866057506817,charliehebdo
I've redone the #CharlieHebdo comic. I can't stop thinking about what happened.,I've redone the #CharlieHebdo comic. I can't stop thinking about what happened. http://t.co/acx7vmr98c,real,https://pbs.twimg.com/media/B61XZDYIEAAWNGw.jpg,,553194417239363584,charliehebdo
Pencil sketch tribute... #JeSuisCharlie,Pencil sketch tribute... #JeSuisCharlie http://t.co/nFESx847MA,real,https://pbs.twimg.com/media/B61XgbpIUAEQ2sX.jpg,,553194557316542465,charliehebdo
So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech. #JenesuisPAScharlie,So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech. #JenesuisPAScharlie http://t.co/XzsJQF12Uv,real,https://pbs.twimg.com/media/B61XNimCYAEuTpO.png,,553194632520421376,charliehebdo
I join mass posting of cartoons in solidarity with #CharlieHebdo. We will not be intimidated. #JeSuisCharlie @newint,I join mass posting of cartoons in solidarity with #CharlieHebdo. We will not be intimidated. #JeSuisCharlie @newint http://t.co/IvQEuKUGc0,real,https://pbs.twimg.com/media/B61YC-6IcAAW069.jpg,,553195138156343296,charliehebdo
"Today, we are all #Charlie. #CondeNastFrance supports #CharlieHebdo #JeSuisCharlie","Today, we are all #Charlie. #CondeNastFrance supports #CharlieHebdo http://t.co/CU0eFNk7tL #JeSuisCharlie http://t.co/b2wPIasbxa",real,https://pbs.twimg.com/media/B61YrFYIgAADcjF.png,,553195827397926912,charliehebdo
Among the 12 killed were France's most respected &amp; controversial cartoonists: #CharlieHebdo,Among the 12 killed were France's most respected &amp; controversial cartoonists: http://t.co/yQRS1RGqso #CharlieHebdo http://t.co/ULvNrIfyeo,real,https://pbs.twimg.com/media/B61YsMoIUAAiupQ.png,,553195852643442688,charliehebdo
World press united in defiance following #CharlieHebdo attack,World press united in defiance following #CharlieHebdo attack http://t.co/jdx8kXjDCF http://t.co/vfKlMSfm2a,real,https://pbs.twimg.com/media/B61ZPm0IEAAcC3X.jpg,,553196453938855937,charliehebdo
This is why I don't give a Shit💩How Terrorist R interrogated❌ @benshapiro @HeyTammyBruce @MonicaCrowley #CharlieHebdo,This is why I don't give a Shit💩How Terrorist R interrogated❌ @benshapiro @HeyTammyBruce @MonicaCrowley #CharlieHebdo http://t.co/EEFH0zg7Qa,real,https://pbs.twimg.com/media/B6xdRxVIgAEql9X.jpg,,553196930768330753,charliehebdo
The building of 1 of the biggest TV channels in Germany (Berlin) today. We are with you #PrayForParis #JeSuisCharlie,The building of 1 of the biggest TV channels in Germany (Berlin) today. We are with you #PrayForParis #JeSuisCharlie http://t.co/TF6YwIgfnv,real,https://pbs.twimg.com/media/B61Z47ZIEAAKmqt.jpg,,553197181151481857,charliehebdo
"Salman Rushdie defends Charlie Hebdo, calls for ""fearless disrespect"" of all religions","Salman Rushdie defends Charlie Hebdo, calls for ""fearless disrespect"" of all religions http://t.co/eSFhZflldV http://t.co/MP8T3q3Pjx",real,https://pbs.twimg.com/media/B61Z65QIMAA4OnA.jpg,,553197197618339841,charliehebdo
See how the world responded to the Paris terrorist attack #JeSuisCharlie #ParisShooting,See how the world responded to the Paris terrorist attack http://t.co/pVh5tBSxIB #JeSuisCharlie #ParisShooting http://t.co/L8xD9XlDbd,real,https://pbs.twimg.com/media/B61Z7v4IEAARsj5.jpg,,553197212726218752,charliehebdo
"Please enjoy this culturally, ethically and politically correct cartoon. #charliehebdo","Please enjoy this culturally, ethically and politically correct cartoon. #charliehebdo http://t.co/EKJX0BmPH2",real,https://pbs.twimg.com/media/B61a5OYCcAAIWgX.jpg,,553198268436344832,charliehebdo
These cartoons are all poignant tributes to victims of the Charlie Hebdo attack,These cartoons are all poignant tributes to victims of the Charlie Hebdo attack http://t.co/Q9SLIvYt7o http://t.co/fKRn7dO6ZD,real,https://pbs.twimg.com/media/B61XvlQCEAAwyeF.jpg,,553198344034865152,charliehebdo
"Ukrainian journalists in front of embassy of #France today, via @HromadskeTV #JeSuisCharlie #CharlieHebdo","Ukrainian journalists in front of embassy of #France today, via @HromadskeTV #JeSuisCharlie #CharlieHebdo http://t.co/UDymk4KC0K",real,https://pbs.twimg.com/media/B61b1tzIUAAtG1F.jpg,,553199320053592067,charliehebdo
#JeSuisCharlie rallies held worldwide to condemn Paris massacre (PHOTOS),#JeSuisCharlie rallies held worldwide to condemn Paris massacre (PHOTOS) http://t.co/EnwxH90grB http://t.co/hzH208lEB2,real,https://pbs.twimg.com/media/B61cIgICUAAHgod.jpg,,553199664720543744,charliehebdo
Support meetings all around the world. Check #JeSuisCharlie #CharlieHebdo,Support meetings all around the world. Check http://t.co/SqQHT2nB2L #JeSuisCharlie #CharlieHebdo http://t.co/4gIczon1LT,real,https://pbs.twimg.com/media/B61cgtrIIAEd6wA.png,,553200047417196544,charliehebdo
"Um, the International Business Times is running a piece blaming #CharlieHebdo attack on Israel","Um, the International Business Times is running a piece blaming #CharlieHebdo attack on Israel http://t.co/7DWog7nVnT http://t.co/ctV37RCqi1",real,https://pbs.twimg.com/media/B61chprCAAARUiB.png,,553200085132009475,charliehebdo
"Charlie Hebdo will publish this week with a print run of 1 million, up from the usual 60,000","Charlie Hebdo will publish this week with a print run of 1 million, up from the usual 60,000 http://t.co/Xy5jyLxGZt http://t.co/5P7HpPUAT2",real,https://pbs.twimg.com/media/B61cktSIgAAAfeI.jpg,,553200115079712768,charliehebdo
Indeed ....#charliehebdo,Indeed ....#charliehebdo http://t.co/uG68bncPDP,real,https://pbs.twimg.com/media/B61c-JzIUAALU2d.jpg,,553200552142983168,charliehebdo
"Jon Stewart on #CharlieHebdo: ""Comedy shouldn’t be an ‘act of courage':","Jon Stewart on #CharlieHebdo: ""Comedy shouldn’t be an ‘act of courage': http://t.co/wWWJfKLwct http://t.co/8Lkv7kGsFb",real,https://pbs.twimg.com/media/B61c_ZAIMAAXNvE.jpg,,553200573387124736,charliehebdo
French Muslims condemn the Charlie Hebdo shooting,French Muslims condemn the Charlie Hebdo shooting http://t.co/W89nBMbNGK http://t.co/aycU89hiPu,real,https://pbs.twimg.com/media/B6wkY9UCQAAdC8A.png,,553200769671761920,charliehebdo
"Yes, they drew first. Don't ever be silent, don't ever be ignorant. We stand with you! #JeSuisCharlie Everyone RT!","Yes, they drew first. Don't ever be silent, don't ever be ignorant. We stand with you! #JeSuisCharlie Everyone RT! http://t.co/Jm0y5PGIDh",real,https://pbs.twimg.com/media/B61d2smIcAAqJYi.jpg,,553201523577331712,charliehebdo
This comment sent to BBC about the Paris attacks and the hashtags going around is just perfect.,This comment sent to BBC about the Paris attacks and the hashtags going around is just perfect. http://t.co/yO4JuMlBPp,real,https://pbs.twimg.com/media/B61d27cCMAEDgKm.jpg,,553201539737976833,charliehebdo
This is why I and other Muslims won't apologise for the Charlie Hebdo attacks – @javaria_akbar,This is why I and other Muslims won't apologise for the Charlie Hebdo attacks – @javaria_akbar http://t.co/cHnDC9bdR3 http://t.co/2mEb09ZDNJ,real,https://pbs.twimg.com/media/B61drmQCUAAFZJJ.jpg,,553201549997277185,charliehebdo
Radikal of Turkey mourns with Charlie Hebdo staff and people of France and says #JeSuisCharlie,Radikal of Turkey mourns with Charlie Hebdo staff and people of France and says #JeSuisCharlie http://t.co/vXNLWB71mB,real,https://pbs.twimg.com/media/B61eQSpCAAIDey8.jpg,,553201965002653696,charliehebdo
"The hashtag #JeSuisAhmed is a powerful one. For Ahmed, the Muslim cop killed outside #CharlieHebdo","The hashtag #JeSuisAhmed is a powerful one. For Ahmed, the Muslim cop killed outside #CharlieHebdo http://t.co/cE1xLniFDm",real,https://pbs.twimg.com/media/B61QWGTCYAILJem.png,,553203041705664513,charliehebdo
"Details of attacks on Muslim community in France, grenades, &amp; shootings in aftermath of the #CharlieHebdo attack","Details of attacks on Muslim community in France, grenades, &amp; shootings in aftermath of the #CharlieHebdo attack http://t.co/4u5fsWL75w",real,https://pbs.twimg.com/media/B61Pwn3IMAAjQvR.jpg,,553203538579701760,charliehebdo
Proud ! When Youth of France stand up &amp; say #JesuisCharlie in HighSchool #LycéeColomb #HauteSaone @MathildeGrillot,Proud ! When Youth of France stand up &amp; say #JesuisCharlie in HighSchool #LycéeColomb #HauteSaone @MathildeGrillot http://t.co/yQKViuS31Z,real,https://pbs.twimg.com/media/B61gHH0IUAAR6Hh.jpg,,553204017552457728,charliehebdo
Thank you French #Muslim Ahmed Merabet for your heroism in fighting terror! #ParisAttack #JeSuisCharlie #CharlieHebdo,Thank you French #Muslim Ahmed Merabet for your heroism in fighting terror! #ParisAttack #JeSuisCharlie #CharlieHebdo http://t.co/N3nlySFjhB,real,https://pbs.twimg.com/media/B61gdwxIMAAaVtF.jpg,,553204399439642624,charliehebdo
‘Muslims don’t believe in freedom of speech’: Anjem Choudary on the Charlie Hebdo attack:,‘Muslims don’t believe in freedom of speech’: Anjem Choudary on the Charlie Hebdo attack: http://t.co/8B0Yn3tw18 http://t.co/KLWzXYkxfF,real,https://pbs.twimg.com/media/B61hAPVIQAAdMty.jpg,,553204986474422273,charliehebdo
People held pencils in tribute to #CharlieHebdo victims during the moment of silence in Paris,People held pencils in tribute to #CharlieHebdo victims during the moment of silence in Paris http://t.co/XU9pm0XmH3 http://t.co/7tgmW4LqWw,real,https://pbs.twimg.com/media/B61hWv1IMAAYx5c.jpg,,553205372719472640,charliehebdo
Anjem Choudary claims: 'Muslims don't believe in freedom of speech' after #CharlieHebdo attack,Anjem Choudary claims: 'Muslims don't believe in freedom of speech' after #CharlieHebdo attack http://t.co/V8954pwRoy http://t.co/MZQSRSFZrq,real,https://pbs.twimg.com/media/B61hcxFCIAA069k.jpg,,553205492458475520,charliehebdo
RT - If you support this #freedom fighter! #StopIslamists #FreedomOfSpeech #CharlieHebdo #RedNationRising,RT - If you support this #freedom fighter! #StopIslamists #FreedomOfSpeech #CharlieHebdo #RedNationRising http://t.co/4ThF7Zko4E,real,https://pbs.twimg.com/media/B61hpRBCAAEKQVM.jpg,,553205691742425088,charliehebdo
"Front pages from around the world, as publications react to #CharlieHebdo attack: via @Newseum","Front pages from around the world, as publications react to #CharlieHebdo attack: http://t.co/hrslXlve4D via @Newseum http://t.co/ZD62G2klC7",real,https://pbs.twimg.com/media/B61hkIECUAAknnu.jpg,,553206304396038145,charliehebdo
Demonstrations of solidarity after Charlie Hebdo attacks - in pictures,Demonstrations of solidarity after Charlie Hebdo attacks - in pictures http://t.co/EgRSRRftBT http://t.co/BqR2JmSxw9,real,https://pbs.twimg.com/media/B61jCEAIcAMaSFq.jpg,,553207216774590464,charliehebdo
Seven great cartoon responses to the #CharlieHebdo killings:,Seven great cartoon responses to the #CharlieHebdo killings: http://t.co/HY4RHFKiib http://t.co/il4P5MANAC,real,https://pbs.twimg.com/media/B61jElRIIAAU6v_.png,,553207267685060608,charliehebdo
Cartoonists fight back. This may be the best yet. #JeSuisCharlie,Cartoonists fight back. This may be the best yet. #JeSuisCharlie http://t.co/hfoxT6dh1T,real,https://pbs.twimg.com/media/B6x-f8BIAAI7cy_.png,,553207514222063618,charliehebdo
A crowd gathered in Toulouse for the national moment of silence for the #CharlieHebdo victims,A crowd gathered in Toulouse for the national moment of silence for the #CharlieHebdo victims http://t.co/2AcfAIiVMR http://t.co/QrMRIxpA5N,real,https://pbs.twimg.com/media/B61kBK6IMAAnTwH.jpg,,553208300607922177,charliehebdo
My heart is with Paris &amp; all affected by this tragedy. #CharlieHebdo #JesuisCharlie #freedom Image: @lucilleclerc,My heart is with Paris &amp; all affected by this tragedy. #CharlieHebdo #JesuisCharlie #freedom Image: @lucilleclerc http://t.co/T0bszBkgCP,real,https://pbs.twimg.com/media/B61kcC6CMAEiZvc.png,,553208762291339265,charliehebdo
"More #VoyageAvecMoi on commuters' bags, to be recognized by Muslims who wld need to ride w/someone. #CharlieHebdo","More #VoyageAvecMoi on commuters' bags, to be recognized by Muslims who wld need to ride w/someone. #CharlieHebdo http://t.co/Ag0LiZnMJv",real,https://pbs.twimg.com/media/B61kldhCQAAfaXv.jpg,,553208946350362625,charliehebdo
Wrote and drew this on #CharlieHebdo and the history of cartoonists killed for their work,Wrote and drew this on #CharlieHebdo and the history of cartoonists killed for their work http://t.co/uVX99m0lJJ http://t.co/CuO6799Prp,real,https://pbs.twimg.com/media/B61k24fIEAAdHnD.jpg,,553209232712294401,charliehebdo
"For some people, comic is weapons.#JeSuisCharlie","For some people, comic is weapons.#JeSuisCharlie http://t.co/3m0Y4WBT3p",real,https://pbs.twimg.com/media/B61k9tyCEAENccl.jpg,,553209341520535552,charliehebdo
