id,event,label,tweet_text,image_link,has_image,json_path,tweet_text_clean
553160652567498752,charliehebdo,fake,French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/0WbSnKIrgE http://t.co/wjmMg9LveB,https://pbs.twimg.com/media/B6yw7p9CAAABeIF.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553160652567498752\source-tweet\553160652567498752.json,French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack:
553164985460068352,charliehebdo,fake,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,https://pbs.twimg.com/media/B608eHrCMAEYVD_.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553164985460068352\source-tweet\553164985460068352.json,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station
553167429665587200,charliehebdo,fake,#banksy You can try to break the pencil but it will multiply... #jesuischarlie http://t.co/iO1xSrQTvg,https://pbs.twimg.com/media/B60-2DsIMAAVhAk.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553167429665587200\source-tweet\553167429665587200.json,#banksy You can try to break the pencil but it will multiply... #jesuischarlie
553167814941761538,charliehebdo,fake,Banksy's response to the Charlie Hebdo attack is striking. But it isn't by Banksy http://t.co/LQNdK2Qkge http://t.co/cWhJZOLLhr,https://pbs.twimg.com/media/B60_MXSCMAER8y2.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553167814941761538\source-tweet\553167814941761538.json,Banksy's response to the Charlie Hebdo attack is striking. But it isn't by Banksy
553169307824177152,charliehebdo,fake,Banksy's response to the #CharlieHebdo attack isn't by Banksy. But it is striking: http://t.co/mag1lJXzjL http://t.co/3TDPkGFxrx,https://pbs.twimg.com/media/B60_Cq9CYAAhGCU.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553169307824177152\source-tweet\553169307824177152.json,Banksy's response to the #CharlieHebdo attack isn't by Banksy. But it is striking:
553176411541098499,charliehebdo,fake,"R.I.P. Ahmed Merabet, a French Muslim cop, first victim of #CharlieHebdo #ParisShooting http://t.co/CYQZhV8Sxc",https://pbs.twimg.com/media/B61HA3SCEAAGVbE.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553176411541098499\source-tweet\553176411541098499.json,"R.I.P. Ahmed Merabet, a French Muslim cop, first victim of #CharlieHebdo #ParisShooting"
553176753297162240,charliehebdo,fake,BREAKING: Police search northern France gas station local media says was allegedly robbed by #CharlieHebdo suspects. http://t.co/BTqdPhZdL9,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553176753297162240\source-tweet\553176753297162240.json,BREAKING: Police search northern France gas station local media says was allegedly robbed by #CharlieHebdo suspects.
553176929411825664,charliehebdo,fake,Police search gas station where French media reported #CharlieHebdo suspects allegedly were seen. http://t.co/v9cuXpPIYF,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553176929411825664\source-tweet\553176929411825664.json,Police search gas station where French media reported #CharlieHebdo suspects allegedly were seen.
553184482241814530,charliehebdo,fake,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553184482241814530\source-tweet\553184482241814530.json,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo"
553184643055644674,charliehebdo,fake,The artist behind this iconic #CharlieHebdo pencil tribute http://t.co/qDdyz2cS8D http://t.co/UrTJu7Pkbd,https://pbs.twimg.com/media/B61OgHxIAAAKijU.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553184643055644674\source-tweet\553184643055644674.json,The artist behind this iconic #CharlieHebdo pencil tribute
553184958958022657,charliehebdo,fake,BREAKING: French police descend on town where gunmen resembling suspected #CharlieHebdo attackers hit gas station http://t.co/pEFLi4EjX0,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553184958958022657\source-tweet\553184958958022657.json,BREAKING: French police descend on town where gunmen resembling suspected #CharlieHebdo attackers hit gas station
553185370108878849,charliehebdo,fake,Charlie Hebdo attack was obviously carefully planned. ... and than you leave your ID card in the getaway car? ─► http://t.co/TzTp8KxRUo,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553185370108878849\source-tweet\553185370108878849.json,Charlie Hebdo attack was obviously carefully planned. ... and than you leave your ID card in the getaway car? ─►
553186555150749696,charliehebdo,fake,"It ain't Banksy! Meet @LucilleClerc, artist behind the iconic #CharlieHebdo pencil tribute http://t.co/dSLrOOGQN7 http://t.co/TU2rtmUSd9",https://pbs.twimg.com/media/B61QPZRCUAEHjVt.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553186555150749696\source-tweet\553186555150749696.json,"It ain't Banksy! Meet @LucilleClerc, artist behind the iconic #CharlieHebdo pencil tribute"
553188382403477505,charliehebdo,fake,#CharlieHebdo cartoon attributed to #banksy is really by @LucilleClerc #JeSuisCharlie https://t.co/FZB4b7iMc2 http://t.co/S6s7ZKyOeN,https://pbs.twimg.com/media/B6yDwWrCMAAfOJS.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553188382403477505\source-tweet\553188382403477505.json,#CharlieHebdo cartoon attributed to #banksy is really by @LucilleClerc #JeSuisCharlie
553190393370923008,charliehebdo,fake,"Powerful image, yes. But it was drawn by @lucilleclerc, not by Banksy. Details: http://t.co/J4WBazwZF7 #charliehebdo http://t.co/f3OEIDDj1K",https://pbs.twimg.com/media/B61Tu1WIEAMrIYV.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553190393370923008\source-tweet\553190393370923008.json,"Powerful image, yes. But it was drawn by @lucilleclerc, not by Banksy. Details: #charliehebdo"
553197863971610624,charliehebdo,fake,The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,https://pbs.twimg.com/media/B61ag0FCcAA9npY.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553197863971610624\source-tweet\553197863971610624.json,The last person killed in Charlie Hebdo attacks was Muslim police officer
553198972287082497,charliehebdo,fake,French officials say one of the alleged gunman left ID in getaway car after #CharlieHebdo attack http://t.co/9c5VpoFxJI,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553198972287082497\source-tweet\553198972287082497.json,French officials say one of the alleged gunman left ID in getaway car after #CharlieHebdo attack
553202028575731713,charliehebdo,fake,This illustration by @LucilleClerc says it all. #JeSuisCharlie http://t.co/UctYcW96A4,https://pbs.twimg.com/media/B61eT7fIMAEj1go.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553202028575731713\source-tweet\553202028575731713.json,This illustration by @LucilleClerc says it all. #JeSuisCharlie
553212962044149761,charliehebdo,fake,"Paris says highest alert level extended north to region where attack suspects spotted - @AFP, @MelissaBellF24 https://t.co/pj8kecnVt7",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553212962044149761\source-tweet\553212962044149761.json,"Paris says highest alert level extended north to region where attack suspects spotted - @AFP, @MelissaBellF24"
553216909022605312,charliehebdo,fake,"Police seen in Longpont, a village near to a petrol station reportedly robbed by the two #CharlieHebdo suspects. http://t.co/cQsXx2q9PT",https://pbs.twimg.com/media/B61r2P7IMAA59Am.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553216909022605312\source-tweet\553216909022605312.json,"Police seen in Longpont, a village near to a petrol station reportedly robbed by the two #CharlieHebdo suspects."
553221600955621376,charliehebdo,fake,"Clarissa, 27 years old, police trainee of Montrouge Police in #France. Victim of this morning's attack. via @_batou_ http://t.co/kk0w0D6NNv",https://pbs.twimg.com/media/B61wHU6IMAA_n33.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553221600955621376\source-tweet\553221600955621376.json,"Clarissa, 27 years old, police trainee of Montrouge Police in #France. Victim of this morning's attack. via @_batou_"
553233728030650368,charliehebdo,fake,"BREAKING NEWS R.I.P. Ahmed Merabet, #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/4W1VeBUsa0",https://pbs.twimg.com/media/B6yWmeNCEAAk9iq.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553233728030650368\source-tweet\553233728030650368.json,"BREAKING NEWS R.I.P. Ahmed Merabet, #Muslim Cop, first victim of #CharlieHebdo attack"
553461741917863936,charliehebdo,fake,Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates http://t.co/7iVIN3nqCv http://t.co/YrdUIOjrZF,https://pbs.twimg.com/media/B65KhZjIAAAK4oT.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553461741917863936\source-tweet\553461741917863936.json,Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates
553466230989144064,charliehebdo,fake,#BREAKING HOSTAGES TAKEN AT A BUSINESS IN DAMMARTIN-EN-GOELE - RTL REPORTS #France http://t.co/aa3FJVho8K,https://pbs.twimg.com/media/B65OjJ0CUAE52VE.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553466230989144064\source-tweet\553466230989144064.json,#BREAKING HOSTAGES TAKEN AT A BUSINESS IN DAMMARTIN-EN-GOELE - RTL REPORTS #France
553467311261503488,charliehebdo,fake,Reports of shooting at Dammartin en Goele on route N2 north east of Paris - French media says car chase under way,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553467311261503488\source-tweet\553467311261503488.json,Reports of shooting at Dammartin en Goele on route N2 north east of Paris - French media says car chase under way
553468492700454912,charliehebdo,fake,BREAKING NEWS - Exchange of fire reported in #DammartinEnGoele http://t.co/2A0s2WxBmZ #CharlieHebdo http://t.co/FuysX2plAj,https://pbs.twimg.com/media/B65QjS6CIAAh5UP.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553468492700454912\source-tweet\553468492700454912.json,BREAKING NEWS - Exchange of fire reported in #DammartinEnGoele #CharlieHebdo
553469523945590784,charliehebdo,fake,Reports of shots fired north-east of Paris as French police pursue two suspected Charlie Hebdo gunmen in car chase http://t.co/FbUYubJDOY,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553469523945590784\source-tweet\553469523945590784.json,Reports of shots fired north-east of Paris as French police pursue two suspected Charlie Hebdo gunmen in car chase
553469733656203264,charliehebdo,fake,#BREAKING Hostages taken north-east of Paris: police,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553469733656203264\source-tweet\553469733656203264.json,#BREAKING Hostages taken north-east of Paris: police
553470140042735616,charliehebdo,fake,"BREAKING NEWS: Shots Fired, Hostages Taken in Town Northeast of Paris http://t.co/cvtBTLqc6e",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553470140042735616\source-tweet\553470140042735616.json,"BREAKING NEWS: Shots Fired, Hostages Taken in Town Northeast of Paris"
553470382129565696,charliehebdo,fake,Update - AP: French police are chasing a Peugeot on A2 motorway and say hostages have been taken northeast of #Paris #CharlieHebdo,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553470382129565696\source-tweet\553470382129565696.json,Update - AP: French police are chasing a Peugeot on A2 motorway and say hostages have been taken northeast of #Paris #CharlieHebdo
553470492565602305,charliehebdo,fake,Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris: http://t.co/2J4WQdJnTp http://t.co/Lpd4hbiXai,https://pbs.twimg.com/media/B65SequCEAAY5Mp.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553470492565602305\source-tweet\553470492565602305.json,Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris:
553470733180223489,charliehebdo,fake,Breaking: Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects http://t.co/tYCeEMKwOo,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553470733180223489\source-tweet\553470733180223489.json,Breaking: Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects
553470977972375553,charliehebdo,fake,"BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris http://t.co/f30TSVt1yN http://t.co/jeuTP0IOZg",https://pbs.twimg.com/media/B65S6aOCYAAOxJ6.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553470977972375553\source-tweet\553470977972375553.json,"BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris"
553471193110421504,charliehebdo,fake,Hostages have reportedly been taken as police pursue gunmen responsible for the #ParisAttack http://t.co/RkQMx9cijy http://t.co/CilbwL4ewF,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553471193110421504\source-tweet\553471193110421504.json,Hostages have reportedly been taken as police pursue gunmen responsible for the #ParisAttack
553471987411324929,charliehebdo,fake,"BREAKING: Gunfire, hostages taken in Dammartin-en-Goële, east of Paris, as police chase suspected #CharlieHedbo attackers",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553471987411324929\source-tweet\553471987411324929.json,"BREAKING: Gunfire, hostages taken in Dammartin-en-Goële, east of Paris, as police chase suspected #CharlieHedbo attackers"
553472225798795264,charliehebdo,fake,BREAKING: Gunfire reported in French town as police hunt suspects in #CharlieHebdo attack | More soon at: http://t.co/SIQeukZutl,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553472225798795264\source-tweet\553472225798795264.json,BREAKING: Gunfire reported in French town as police hunt suspects in #CharlieHebdo attack | More soon at:
553472437644320769,charliehebdo,fake,BREAKING: French police chasing a Peugeot on motorway around Paris and say hostages have been taken by Cahrlie Hedbo attack gunmen.,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553472437644320769\source-tweet\553472437644320769.json,BREAKING: French police chasing a Peugeot on motorway around Paris and say hostages have been taken by Cahrlie Hedbo attack gunmen.
553472488462901248,charliehebdo,fake,Police vehicles chase #CharlieHebdo suspects on French motorway http://t.co/k3G8Y2jdE8 http://t.co/MBUxnx3KRv,https://pbs.twimg.com/media/B65UPlJCAAA6f-J.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553472488462901248\source-tweet\553472488462901248.json,Police vehicles chase #CharlieHebdo suspects on French motorway
553473416905629696,charliehebdo,fake,Convoy of police cars rushing toward town northeast of Paris amid reports of hostages taken - @FRANCE24 broadcast http://t.co/ZFJYh80uxy,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553473416905629696\source-tweet\553473416905629696.json,Convoy of police cars rushing toward town northeast of Paris amid reports of hostages taken - @FRANCE24 broadcast
553473550523580416,charliehebdo,fake,#BREAKING - #FRANCE: Hostages taken at company North-East of #Paris https://t.co/4yt6nafpIg #CharlieHebdo http://t.co/DPPbKD3RUk,https://pbs.twimg.com/media/B65VQrgCAAAjjOr.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553473550523580416\source-tweet\553473550523580416.json,#BREAKING - #FRANCE: Hostages taken at company North-East of #Paris #CharlieHebdo
553473704060284928,charliehebdo,fake,"BREAKING NEWS: Reports of shots fired, car chase northeast of Paris as French police hunt Charlie Hebdo attackers. http://t.co/yRb5bP0YV1",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553473704060284928\source-tweet\553473704060284928.json,"BREAKING NEWS: Reports of shots fired, car chase northeast of Paris as French police hunt Charlie Hebdo attackers."
553474012446478336,charliehebdo,fake,France's interior minister says operation to detain Charlie Hebdo suspects is now underway northeast of Paris - @AP http://t.co/ZFJYh80uxy,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553474012446478336\source-tweet\553474012446478336.json,France's interior minister says operation to detain Charlie Hebdo suspects is now underway northeast of Paris - @AP
553474188259102720,charliehebdo,fake,"BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say http://t.co/omBy6Wsgb7 http://t.co/ZbszAHyIzJ",https://pbs.twimg.com/media/B65V12LCcAAd6zy.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553474188259102720\source-tweet\553474188259102720.json,"BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say"
553474232596701184,charliehebdo,fake,#BREAKING: Reports hostage situation underway north-east of Paris http://t.co/COe8YbNp2M #CharlieHebdo http://t.co/GpbstHfKEc,https://pbs.twimg.com/media/B65VzTqCUAEYxJL.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553474232596701184\source-tweet\553474232596701184.json,#BREAKING: Reports hostage situation underway north-east of Paris #CharlieHebdo
553474514496278528,charliehebdo,fake,French Interior Minister says operation under way to detain 2 #CharlieHebdo suspects http://t.co/2pHnT9UofV,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553474514496278528\source-tweet\553474514496278528.json,French Interior Minister says operation under way to detain 2 #CharlieHebdo suspects
553474965278691330,charliehebdo,fake,BREAKING: French Interior minister: Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin-en-Goele.,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553474965278691330\source-tweet\553474965278691330.json,BREAKING: French Interior minister: Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin-en-Goele.
553475269873643520,charliehebdo,fake,"MORE: Operation to detain massacre suspects unfolding in Dammartin-en-Goele, about 25 miles northeast of Paris: http://t.co/H1bHg5T7Ec",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553475269873643520\source-tweet\553475269873643520.json,"MORE: Operation to detain massacre suspects unfolding in Dammartin-en-Goele, about 25 miles northeast of Paris:"
553475430897156096,charliehebdo,fake,"DETAILS: Car chase in norhteastern France, hostages taken by #CharlieHebdo suspects http://t.co/G6eunBDIrj http://t.co/sWDOsIfEnP",https://pbs.twimg.com/media/B65WYUFCEAAUONV.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553475430897156096\source-tweet\553475430897156096.json,"DETAILS: Car chase in norhteastern France, hostages taken by #CharlieHebdo suspects"
553475729187680258,charliehebdo,fake,BREAKING: Car chase under way in Paris as officers pursue #CharlieHebdo suspects down motorway http://t.co/f30TSVt1yN http://t.co/1ShVASm5ym,https://pbs.twimg.com/media/B65XNcBCIAAfGrr.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553475729187680258\source-tweet\553475729187680258.json,BREAKING: Car chase under way in Paris as officers pursue #CharlieHebdo suspects down motorway
553475824369012736,charliehebdo,fake,Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen http://t.co/CVcFrESdld http://t.co/8EmDi6eZL3,https://pbs.twimg.com/media/B65XSk-CEAANV5y.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553475824369012736\source-tweet\553475824369012736.json,Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen
553476073703620609,charliehebdo,fake,"BREAKING: French police convoy, helicopters rush to scene of operation to detain #CharlieHebdo shooting suspects, AP says",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553476073703620609\source-tweet\553476073703620609.json,"BREAKING: French police convoy, helicopters rush to scene of operation to detain #CharlieHebdo shooting suspects, AP says"
553476471470432256,charliehebdo,fake,Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele http://t.co/PNhWZP39md,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553476471470432256\source-tweet\553476471470432256.json,Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele
553476490315431937,charliehebdo,fake,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o,https://pbs.twimg.com/media/B65X73gIQAA45gO.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553476490315431937\source-tweet\553476490315431937.json,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects
553476600985948160,charliehebdo,fake,"#UPDATE: Car chase, hostage drama as Paris massacre suspects cornered http://t.co/G958ogOrXZ",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553476600985948160\source-tweet\553476600985948160.json,"#UPDATE: Car chase, hostage drama as Paris massacre suspects cornered"
553476880339599360,charliehebdo,fake,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B",https://pbs.twimg.com/media/B65YERmCEAAJ7Sa.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553476880339599360\source-tweet\553476880339599360.json,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED:"
553477352542707712,charliehebdo,fake,"Breaking: Police suspect gunmen have taken one hostage, after shots were fired involving Charlie Hebdo suspects http://t.co/FYkXChPD4d",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553477352542707712\source-tweet\553477352542707712.json,"Breaking: Police suspect gunmen have taken one hostage, after shots were fired involving Charlie Hebdo suspects"
553477554041257985,charliehebdo,fake,Report: Hostages taken at a printing shop northeast of Paris; some injuries - @FRANCE24 broadcast http://t.co/hasCHjOVnC,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553477554041257985\source-tweet\553477554041257985.json,Report: Hostages taken at a printing shop northeast of Paris; some injuries - @FRANCE24 broadcast
553477692591726592,charliehebdo,fake,"BREAKING: At least one killed, severeal injured during shootout with #CharlieHebdo attack suspects - local media http://t.co/G6eunBDIrj",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553477692591726592\source-tweet\553477692591726592.json,"BREAKING: At least one killed, severeal injured during shootout with #CharlieHebdo attack suspects - local media"
553477943616634880,charliehebdo,fake,Update - Reuters reports at least one person killed &amp; several injured in shootout before hostage-taking in Dammartin-en-Goele in France,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553477943616634880\source-tweet\553477943616634880.json,Update - Reuters reports at least one person killed &amp; several injured in shootout before hostage-taking in Dammartin-en-Goele in France
553478142791548928,charliehebdo,fake,Breaking News: Reports of Gunfire and Hostage in Search for Suspects in Paris Attack http://t.co/U8BE162qls,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553478142791548928\source-tweet\553478142791548928.json,Breaking News: Reports of Gunfire and Hostage in Search for Suspects in Paris Attack
553478289474740224,charliehebdo,fake,"#BREAKING : 1 dead, several injured in shootout North-East of Paris (French radio @RTLFrance ) http://t.co/LdSF5QeCiv #CharlieHebdo",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553478289474740224\source-tweet\553478289474740224.json,"#BREAKING : 1 dead, several injured in shootout North-East of Paris (French radio @RTLFrance ) #CharlieHebdo"
553478677359775744,charliehebdo,fake,Scene at #DammartinEnGoele as police hunt #CharlieHebdo suspects - follow our coverage: http://t.co/HvWOnQGf9x http://t.co/NW8RB0E0kY,https://pbs.twimg.com/media/B65Z7LAIcAA30Iw.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553478677359775744\source-tweet\553478677359775744.json,Scene at #DammartinEnGoele as police hunt #CharlieHebdo suspects - follow our coverage:
553479222434729984,charliehebdo,fake,Charlie Hebdo Suspects and Police Are Said to Exchange Fire Northeast of Paris http://t.co/PAeylkumvD,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553479222434729984\source-tweet\553479222434729984.json,Charlie Hebdo Suspects and Police Are Said to Exchange Fire Northeast of Paris
553479315711864832,charliehebdo,fake,→ http://t.co/qmWa9qgRrg Charlie Hebdo attack: Hunt for killers focuses on northern France #CharlieHebdo 485 http://t.co/akSz683KbY,https://pbs.twimg.com/media/B65agU5IYAA4V1x.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553479315711864832\source-tweet\553479315711864832.json,→ Charlie Hebdo attack: Hunt for killers focuses on northern France #CharlieHebdo 485
553480082996879360,charliehebdo,fake,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553480082996879360\source-tweet\553480082996879360.json,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: #CharlieHebdo
553480292498153472,charliehebdo,fake,#ChalieHebdo terrorists are held up in a warehouse with hostages. #JeSuisCharlie http://t.co/AJYsqfKMwa,https://pbs.twimg.com/media/B65bY03IQAEatHF.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553480292498153472\source-tweet\553480292498153472.json,#ChalieHebdo terrorists are held up in a warehouse with hostages. #JeSuisCharlie
553480702067736578,charliehebdo,fake,Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers http://t.co/GFdUI2rwlN,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553480702067736578\source-tweet\553480702067736578.json,Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers
553481076916883456,charliehebdo,fake,BREAKING: Hostage taken after Charlie Hebdo suspects sighted north of Paris http://t.co/nXWWIfklMi,,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553481076916883456\source-tweet\553481076916883456.json,BREAKING: Hostage taken after Charlie Hebdo suspects sighted north of Paris
553483415954411520,charliehebdo,fake,What we know so far about the major operation northeast of Paris #CharlieHebdo http://t.co/GWpwcdfIJA http://t.co/UpeKOm4WCN,https://pbs.twimg.com/media/B65eO-WIYAEUHCC.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553483415954411520\source-tweet\553483415954411520.json,What we know so far about the major operation northeast of Paris #CharlieHebdo
553484365012148225,charliehebdo,fake,"Operation underway in the Dammartin-en-Goele area, as police hunt Paris shooting suspects, French interior minister tells CNN affiliate.",,0,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\rumours\553484365012148225\source-tweet\553484365012148225.json,"Operation underway in the Dammartin-en-Goele area, as police hunt Paris shooting suspects, French interior minister tells CNN affiliate."
