id,tweet_text,local_image_path,label
553139515171557376,"#Murder is prohibited in #Judaism, #Christianity &amp; #Islam Click http://t.co/C989YBqv5d #CharlieHebdo #ParisShooting http://t.co/k3vjLOodDQ",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553139515171557376.jpg,real
553139573019406336,We stand united with the victims of the brutal attack in Paris and with the people of France! #JeSuisCharlie RT! http://t.co/mH5l2a9eVy,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553139573019406336.jpg,real
553140194606469121,A sea of #JeSuisCharlie signs held by French nationals in Sydney for #CharlesHebdo victims. http://t.co/YC6rpzAyiZ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553140194606469121.jpg,real
553140461540343808,Does publishing anti #Muslim #CharlieHebdo cartoons count as solidarity against the Muslim cop who was slain as well? http://t.co/lhJHHyk7KF,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553140461540343808.jpg,real
553143017922912256,Minute's silence to be held in France at top of the hour to remember victims of the Paris shooting. #JeSuisCharlie http://t.co/Z6VNeoUPTq,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553143017922912256.jpg,real
553143179038715904,Let 2015 be the year that women all around the world took up cartooning/comics to tell their stories. #CharlieHebdo http://t.co/1nkprbkDjo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553143179038715904.jpg,real
553143987377561600,The Pen Is Mightier Than The Sword: 28 Cartoonists Pay Tribute To Charlie Hebdo Victims: http://t.co/sSfQMaSviI http://t.co/0nOThrr8VX,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553143987377561600.jpg,real
553144384737525762,Parisians gather under rain by Notre Dame to mourn #CharlieHebdo killings #Jesuischarlie http://t.co/618DSKj5bV,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553144384737525762.jpg,real
553144448452792321,60 seconds of #solidarite. @INM_ie #CharlieHebdo #JeSuisCharlie http://t.co/eIKTErJ2dY,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553144448452792321.jpg,real
553144928721973248,Minute silence held in memory of victims of shooting http://t.co/LdSF5QeCiv #CharlieHebdo #JeSuisCharlie http://t.co/dj3hfNsZko,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553144928721973248.png,real
553144964168036352,We begin in Paris with a moment of silence for those killed in the #CharlieHebdo attacks. http://t.co/KAZQB07OKy http://t.co/XDgW3uXmoF,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553144964168036352.jpg,real
553145034720030720,"If your religion is worth killing for, please start with yourself. #CharlesHebdo #PerisShooting #JeSuisCharlie http://t.co/Ggt55Sksl4",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145034720030720.jpg,real
553145130354765824,Police officers &amp; staff across Norfolk observe a 2 minute silence. #PoliceTributeToParis #JeSuisCharlie http://t.co/ievobVgUSy,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145130354765824.jpg,real
553145422097969152,@Knightcartoons has returned from holidays with a #CharlieHebdo tribute cartoon #JeSuisCharlie http://t.co/o0amBVY9zF,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145422097969152.jpg,real
553145603665186816,A minute's silence for the journalists and those who protected them. #JeSuisCharlie http://t.co/aU9K17Q3V7,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145603665186816.jpg,real
553145690424344576,"#Paris, now. In front of Notre-Dame. #silence #charliehebdo http://t.co/6EP3Vci23H",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145690424344576.jpg,real
553145736045801472,France marks minute of silence for victims of #CharlieHebdo http://t.co/YkwO7nZxcb http://t.co/HK1sqKai84,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145736045801472.jpg,real
553145755079569408,"Following the #CharlieHebdo attack, three quarters of you say the media should publish satirical religious cartoons. http://t.co/RThtgxo70c",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145755079569408.jpg,real
553145759961714688,"Please, RT! #CharlieHebdo attack: the next chapters! Via @brasil247 #RespectForMuslims http://t.co/SHEOBaSSdm",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145759961714688.png,real
553145830761594880,London declared #JeSuisCharlie last night. Photos by @zefrog http://t.co/omvNF7nNoM http://t.co/qiAgzbZnqW,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553145830761594880.jpg,real
553146117685522433,→ http://t.co/SJenOro9ai Charlie Hebdo 218 Charlie Hebdo: A Profile of the Satirical French Newspaper http://t.co/iJ9Twb3Q4t,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553146117685522433.jpg,real
553147120942084096,Photo: The staff of @AFP in Paris stand for a moment of silence following the Charlie Hebdo attack - @greglemarchand http://t.co/wRPOvKwrpJ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553147120942084096.jpg,real
553147341470203906,People gather for a minute's silence to remember the victims of the #CharlieHebdo attack http://t.co/Fv0ZHWLPQX http://t.co/ElS4WMYyV6,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553147341470203906.jpg,real
553148844574511104,Amidst 100s gathered as close to #CharlieHebdo office as we can get… France observes silence… Notre Dame bells ring http://t.co/RbTC6Si5Hy,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553148844574511104.jpg,real
553148900811759617,From The Irish Times newsroom #JeSuisCharlie #NUJofficial http://t.co/nf4cRciFse,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553148900811759617.jpg,real
553148970651107329,The pen is STILL mightier than the sword. #JeSuisCharlie http://t.co/YeXo3mp8vN,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553148970651107329.jpg,real
553149253363576832,The pen is mightier than the sword. Cartoonists respond to terror in France #CharlieHebdo #JeSuisCharlie #auspol http://t.co/ZBwwQOGElr,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553149253363576832.jpg,real
553149347777753088,Met Officers observe 2 minute silence #PoliceTributeToParis outside New Scotland Yard #CharlieHebdo http://t.co/MyqfcWnPvb,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553149347777753088.png,real
553149880693456896,At cafe near #CharlieHebdo. Liberation says We are all Charlie. Parisien says They will not kill liberty/freedom. http://t.co/iHPk1f4N8O,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553149880693456896.jpg,real
553151328009351169,#JeSuisCharlie moving minute of silence at #AFP headquarters for the victims of Charlie Hebdo http://t.co/JHz0JQGoru,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553151328009351169.jpg,real
553151670796820480,"How the world’s newspapers covered the #CharlieHebdo attack, in pictures: http://t.co/WKGdcp9IJc (Pic: De Morgen) http://t.co/tAvD86H8z9",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553151670796820480.jpg,real
553151700950065152,Cartoons don't insult me or my religion the brutal murder of innocent people does #JeSuisCharlie http://t.co/hxnMFztgom,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553151700950065152.jpg,real
553151749008424960,"Today's #frontpage: Across the globe, #JeSuisCharlie becomes rallying cry. http://t.co/seJkDoEaJB",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553151749008424960.jpg,real
553151980928262144,.@afp Staff observe minute of silence at #AFP headquarters for the victims of #CharlieHebdo #JeSuisCharlie http://t.co/noUJJiScxd,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553151980928262144.jpg,real
553152448077258753,Headquarters of @welt and @BILD in Berlin. #JeSuisCharlie http://t.co/ZsxHuTxcMj,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553152448077258753.jpg,real
553152515701612544,Moderate Muslims defend extremist but not victims. They merely say ( 'Anyways' condolence to family ) #CharlieHebdo http://t.co/tTe1kEnsOf,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553152515701612544.jpg,real
553152675014246400,Imagine Nothing to kill or die for And no religion too Imagine all the people Living life in peace.. #JeSuisCharlie http://t.co/zMgP4mbSEE,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553152675014246400.jpg,real
553153073481535489,Meet the Indian Islamist politician who wants to award $5M to the #CharlieHebdo killers. http://t.co/F69LJdObER http://t.co/FqUoGXDceR,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553153073481535489.png,real
553153190859141120,Surviving #CharlieHebdo journalists are to publish the magazine's new edition for next week http://t.co/zaGrk24DhJ http://t.co/099l0NuRfH,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553153190859141120.jpg,real
553153740925304832,"Reader comment: ""Our strength comes from unity, our freedom from expression"" http://t.co/NRrLxnjihV #JeSuisCharlie http://t.co/8UV7nUHK4N",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553153740925304832.jpg,real
553155289235881984,The French flag flying at half-mast from Glasgow City Chambers today. #JeSuisCharlie http://t.co/bnv2mV9vRK,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553155289235881984.jpg,real
553155430055440384,AFP staff observe minute of silence at #AFP HQ for the victims of #CharlieHebdo #JeSuisCharlie https://t.co/EfnwNEN4h0,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553155430055440384.jpg,real
553155988917075968,Indian artist Sudarsan Pattnaik and his tribute to those killed in the attack on Charlie Hebdo http://t.co/36rBaLxCJ6,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553155988917075968.jpg,real
553156988356820992,#Paris update 3: Multiple mosques attacked in France after #CharlieHebdo. http://t.co/bvWHrN4Q7y via @mashable http://t.co/7PiVltMrbR,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553156988356820992.jpg,real
553157114156560385,The best &amp; most moving tributes to #CharlieHebdo: http://t.co/F5Z7RhsZ19 #JeSuisCharlie http://t.co/ORkqhJG23K,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553157114156560385.jpg,real
553157352091025408,"Cartoonists around the world continue to show support for #CharieHebdo, this by famous #DRCongo's Kash #JeSuisCharlie http://t.co/LtVJhnkUwB",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553157352091025408.jpg,real
553157384714342400,Donald Trump labelled a 'moron' for blaming #CharlieHebdo attacks on France's lack of guns http://t.co/ToHck32lt0 http://t.co/BtTgviKx4t,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553157384714342400.jpg,real
553157600225677312,Over a thousand have gathered at Martin Place to pay their respects #CharlieHebdo #JeSuisCharlie. Photo: @ShooterWol http://t.co/NSjias7HAM,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553157600225677312.jpg,real
553157600704204800,The staff of Agence France Presse stand in silence &amp; solidarity to remember their murdered colleagues. #JeSuisCharlie http://t.co/jgQOVlPOKV,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553157600704204800.jpg,real
553157744061325312,Support #CharlieHebdo and show Islamists we wont be scared. Pls retweet the most offensive #CharlieHebdo cartoons!! http://t.co/YtOm1GO99y,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553157744061325312.jpg,real
553158824979619840,"Israel, where Muslim women and children were slaughtered in Palestine this world? #RespectForMuslims #CharlieHebdo http://t.co/LCrI2NOQN8",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553158824979619840.jpg,real
553158826435018752,Thousands have gathered at Martin Place to honour #CharlieHebdo victims. (via @deborah_knight) #9News http://t.co/zGSR8TbDaC,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553158826435018752.png,real
553159409476837376,Amazing pic of @AFP observing a minutes silence at their #Paris HQ for #CharlieHebdo attack victims http://t.co/uAbuVJ9TsF,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553159409476837376.jpg,real
553159439457341442,Victims of the Paris terror attack: http://t.co/QdCLsj2GLl #JeSuisCharlie http://t.co/BpJ23gUShQ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553159439457341442.png,real
553160213839486976,MT @Paris The Eiffel tower to switch off the lights at 20h in tribute to #CharlieHebdo victims http://t.co/s0yWX90f2L,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553160213839486976.jpg,real
553160898399834112,A pile of pens at vigil in Paris for #CharlieHebdo victims. #JeSuisCharlie http://t.co/7hJYMe48AX,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553160898399834112.jpg,real
553160909208559616,Violence can not stop basic human rights. My thoughts go out to everyone affected by this tragedy. #JeSuisCharlie http://t.co/Kxx38xRYDu,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553160909208559616.jpg,real
553161360503500801,"The more you are motivated by Love, The more fearless &amp; free your action will be Dalai Lama #JeSuisCharlie @Asamsakti http://t.co/s5Zlrb8IaX",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553161360503500801.jpg,real
553161401733496832,Perhaps the best #JeSuisCharlie cartoon yet... http://t.co/WtALoJqbtW via @AndrewBloch,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553161401733496832.png,real
553161458931236864,We stand with Charlie Hebdo in rejecting oppression and violence in all its forms. http://t.co/cDL1yKX1wo http://t.co/Nu6KlDe0e6,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553161458931236864.jpg,real
553161476928978944,True story. #JeSuisCharlie http://t.co/s6dBFKSwD9,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553161476928978944.jpg,real
553162401940770816,The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553162401940770816.jpg,real
553162459885096962,BREAKING: French far-right leader Le Pen calls for death penalty #CharlieHebdo http://t.co/8y5l97V2Rd http://t.co/xeVuFvkdXG,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553162459885096962.jpg,real
553162589744926720,"Slain Charlie Hebdo editor: ""I prefer to die standing than live on my knees"" http://t.co/KQDlqBNyNA http://t.co/Ms8wqibhsZ",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553162589744926720.jpg,real
553162815402672128,And on France's motorways... #CharlieHebdo http://t.co/wB6pJUqpXO,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553162815402672128.png,real
553163190138580992,Asterix and Obelix pay tribute to #CharlieHebdo victims (via @asterixofficiel) http://t.co/ssgYsoKoIC,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553163190138580992.png,real
553163210715844608,Hypocricy JNU LEFT was celebrating cartoons which depicted Durga as prostitute but denouncing #CharlieHebdo cartoons http://t.co/YTnGmsVI9M,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553163210715844608.jpg,real
553163344577064960,Voltaire's gift: Why the battle for free speech is so important #CharlieHebdo http://t.co/7ioa4EHkju http://t.co/f9rwRMDani,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553163344577064960.jpg,real
553163862707818496,Flags at half mast in Whitehall and Downing Street #charliehebdo http://t.co/DLORjNyNsl,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553163862707818496.jpg,real
553164303650799616,Pope Francis prays for gunmen who executed 12 people at #CharlieHebdo http://t.co/sMtOVXT8I9 http://t.co/J2bdIq2k2V,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553164303650799616.jpg,real
553164722380742656,Charlie Hebdo attack: minute's silence held for victims around the world http://t.co/BP9uXF8M7F http://t.co/3uDo93WC5K,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553164722380742656.jpg,real
553165538499641344,"""NOT AFRAID"" - Thousands in France gather to a send message after Charlie Hebdo attack. http://t.co/i4iNC9hLs3 http://t.co/IgiP5dkW1g",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553165538499641344.png,real
553165824979386368,This is how France’s top sports newspaper covered the #CharlieHebdo killings. http://t.co/hC19VeONRS http://t.co/6yV9V5nDT9,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553165824979386368.jpg,real
553166152344829952,"Pens aloft. UK MPs, peers and Parliamentary staff stand in solidarity with the people of France. #JeSuisCharlie http://t.co/ztJPZedJB7",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553166152344829952.jpg,real
553166766977740801,#CharlieHebdo shootings lead to firebomb attacks on French mosques http://t.co/kDl8uPjeEM (Pic: J F Monier/AFP) http://t.co/pj8BtEtDCr,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553166766977740801.jpg,real
553168646051475456,Let 2015 be the year more people from around the world take up cartooning/comics to tell their stories #JeSuisCharlie http://t.co/uoau3GyoI7,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553168646051475456.jpg,real
553168792017457154,The letter from The Independent's Deputy Editor: In solidarity with #CharlieHebdo http://t.co/9qVffIEjkf http://t.co/i5xPjcJlk0,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553168792017457154.png,real
553169114102247424,VIDEO: Emotional scenes at Lille! As fans sing the National anthem for #CharlieHebdo victims!..http://t.co/P0G8MlSAl6 http://t.co/5xYypfzvzD,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553169114102247424.jpg,real
553170912129056770,24 of the most powerful cartoons related to the #CharlieHebdo tragedy: http://t.co/I85pBNMKVj http://t.co/6YqHTA9REP,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553170912129056770.jpg,real
553171741804359680,People gather in silence to remember Paris shooting victims and say #JeSuisCharlie. Photos: http://t.co/8AuPWcklfF http://t.co/2XVVTAWFDe,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553171741804359680.jpg,real
553171841913602048,Crowds gather for #charliehebdo vigils around Australia #JeSuisCharlie http://t.co/3hCuJxwGoo http://t.co/jsXB4RpjXb,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553171841913602048.jpg,real
553171877464920064,"Mourners hold signs showing victims' eyes during #JeSuisCharlie rally in NY http://t.co/6LwllVuTTM (J. Minchillo, AP) http://t.co/XnsBLDYMil",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553171877464920064.jpg,real
553172609211596800,Cartoonists around the world respond to the #CharlieHebdo killings: http://t.co/JBX8K0Mzt6 http://t.co/vxREqhUqw4,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553172609211596800.jpg,real
553172769819852800,Brilliant. #JeSuisCharlie via @lectrr http://t.co/CSe2EN1Fxg,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553172769819852800.jpg,real
553173371043995648,"17 journalists massacres by Israel in Gaza, 2014. Where were these ""freedom of speech"" people then? #CharlieHebdo http://t.co/jcFNEXmH4a",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553173371043995648.jpg,real
553174353735872512,UK police hold 2 minutes silence for slain Paris officers http://t.co/EG2PvT6CXj #CharlieHebdo http://t.co/sMyXXLcNN7,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553174353735872512.jpg,real
553174536028303360,"World sends messages of condolence, outrage, defiance via #JeSuisCharlie after Paris attack: http://t.co/deqrOSVi0m http://t.co/Ama2pSOvZN",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553174536028303360.png,real
553174639158231041,RT @charliesaidthat: The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/Z1ORR69n3e,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553174639158231041.jpg,real
553174713061892097,"Photo of petrol station north-east of Paris, reportedly robbed by #CharlieHebdo suspects http://t.co/hW1busTlsC http://t.co/dTHYCbSWNA",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553174713061892097.jpg,real
553174789561389056,Newsrooms around the world show their support for #CharlieHebdo: https://t.co/2sZ43iXyYe #jesuischarlie http://t.co/dAOvitPGPi,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553174789561389056.png,real
553175336926449664,A Tribute to the Cartoonists of Charlie Hebdo #JeSuisCharlie http://t.co/TkEwyqq8py http://t.co/Ms8pEqxxnZ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553175336926449664.png,real
553175550231986177,The moving tributes to the victims of the Charlie Hebdo shooting http://t.co/pxRaFxCWMP http://t.co/A8AisDaypj,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553175550231986177.jpg,real
553175714128990208,8 journalists 2 officers 1 janitor 1 visitor Victims killed in #CharlieHebdo attack: http://t.co/xZJo8kPPRA (Getty) http://t.co/sX1MMjd0Tc,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553175714128990208.jpg,real
553176976698376192,Updated: Here’s what we know about the gunmen behind the Charlie Hebdo attack http://t.co/armP730CmV http://t.co/OsrH20Cos8,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553176976698376192.jpg,real
553177082566836225,Revenge attacks on Muslim spaces begin in France after #CharlieHebdo massacre http://t.co/50anhW9BEk http://t.co/uKL5El7V2B,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553177082566836225.jpg,real
553177099843149824,#IDF Chief references the attack at #CharlieHebdo while speaking to @NDU_EDU group in the #US http://t.co/x0Z4UoixiZ http://t.co/tpdRuer1g6,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553177099843149824.jpg,real
553177321218514944,"""Even if they kill 10 of us, the newspaper will go out next week."" #CharlieHebdo http://t.co/m4slfkJ3xJ http://t.co/fHR1vPffz2",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553177321218514944.jpg,real
553178273895956480,Charlie Hebdo to continue publishing in the wake of the attack http://t.co/6bMvM3wgkL http://t.co/dBBG4L40Kx,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553178273895956480.jpg,real
553180503969644544,All European flags fly at half-mast today to pay tribute to the victims of the terrorist attack in Paris http://t.co/S98A1Y5B7p,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553180503969644544.jpg,real
553180729254113280,The Pen and the Sword: the latest from @MorinToon. #jesuischarlie http://t.co/PLfpUYWCGS http://t.co/z1xWFyGFkH,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553180729254113280.jpg,real
553181586829484034,Artists fight violence with images #CharlieHebdo #solidarity http://t.co/1i8Dq4iVg6 http://t.co/XMmGLDvmIn,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553181586829484034.png,real
553181997041217537,"#CharlieHebdo’s most controversial religious covers, explained--PHOTOS: http://t.co/i6iHNENtPq http://t.co/wSAWthWHx7",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553181997041217537.jpg,real
553183420499894272,A million copies of Charlie Hebdo will be published Wednesday to show “stupidity will not win” http://t.co/nwdVxrc5f9 http://t.co/JXCOKGeTJC,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553183420499894272.png,real
553184082277187585,"If you r a Muslim on social media &amp; have not yet tweeted ""I am #CharlieHebdo,"" then you are an Islamist and our enemy http://t.co/7NtlBSwJU0",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553184082277187585.png,real
553185062829948928,Exactly the right response: mass #CharlieHebdo sharing starts at 14 GMT via @IndexCensorship http://t.co/1TZzeqncQ8 http://t.co/9Uncsrw1bQ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553185062829948928.jpg,real
553185825065009153,"1 of the cops killed at #CharlieHebdo was, like most victims of Islamist militants, a Muslim. http://t.co/qmnj7R9zJA http://t.co/s9apCaJcjF",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553185825065009153.jpg,real
553186026811039745,INFOGRAPHIC: Anti-#Muslim attacks in #France after the Charlie Hebdo massacre. #no2h8 @HuffPostUK @Independent http://t.co/KlWiFmYyb6,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553186026811039745.jpg,real
553186515359379457,A quick infographic explaining some of the immediate anti-Muslim backlash in France: http://t.co/Wuh9TW9IxA #CharlieHebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553186515359379457.jpg,real
553186670871597056,This: via @aboujahjah #JeSuisAhmed #JeSuisCharlie #CharlieHebdo http://t.co/avEw4j6U7p,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553186670871597056.png,real
553187282295877632,Julian Assange has lost the plot. Blames “Jewish pro-censorship lobby” for legitimizing the Charlie Hebdo massacre. http://t.co/QZClfKB6ZH,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553187282295877632.png,real
553187959835725824,"We are against Barbarians! USA, Europa and Israel? #RespectForMuslims #CharlieHebdo #JeSuisCharlie http://t.co/Gosv47XrJZ",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553187959835725824.png,real
553188214522249217,"#CharlieHebdo journalists 'provoked' their own slaughter, says American Catholic group http://t.co/nYQp3hgPyN http://t.co/CjnKSwL8u6",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553188214522249217.jpg,real
553188974811185152,A million copies of Charlie Hebdo will be published on Wednesday http://t.co/LS77tY8ySQ http://t.co/eOYjJxnbpe,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553188974811185152.jpg,real
553189024941481985,World pays tribute to victims of #CharlieHebdo massacre http://t.co/icVVi6l4Gv http://t.co/UqlhSjPBMq,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553189024941481985.jpg,real
553189165509394432,What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/r7Zo8PQyCM http://t.co/mu7n5BzGhR,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553189165509394432.png,real
553189490521812992,Cartoonists stand in solidarity with #CharlieHebdo victims with these powerful images http://t.co/Tbg2WDiIHF http://t.co/MhPgwnz9gQ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\553189490521812992.jpg,real
