id,event,label,tweet_text,image_link,has_image,json_path,tweet_text_clean,local_image_path,download_ok,download_status
552832784046108672,charliehebdo,real,"If Hindus were not tolerant, this would have been the fate of Hirani &amp; Aamir. #CharlieHebdo #ParisShooting http://t.co/tIF56s3Pho",https://pbs.twimg.com/media/B6wOeydCYAIiOBX.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552832784046108672\source-tweet\552832784046108672.json,"If Hindus were not tolerant, this would have been the fate of Hirani &amp; Aamir. #CharlieHebdo #ParisShooting",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552832784046108672.jpg,1,ok
552833197084778496,charliehebdo,real,Social media users show solidarity for #CharlieHebdo with #JeSuisCharlie hashtag http://t.co/v0m1buPOMy http://t.co/mci5nwDlDQ,https://pbs.twimg.com/media/B6wO2IhCIAAo2Na.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552833197084778496\source-tweet\552833197084778496.json,Social media users show solidarity for #CharlieHebdo with #JeSuisCharlie hashtag,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552833197084778496.jpg,1,ok
552833393734721537,charliehebdo,real,A picture that sums up #islam. #CharlieHebdo http://t.co/hx7uzbIEXM,https://pbs.twimg.com/media/B6wPCrfIAAA500q.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552833393734721537\source-tweet\552833393734721537.json,A picture that sums up #islam. #CharlieHebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552833393734721537.jpg,1,ok
552833432540430337,charliehebdo,real,Why #CharlieHebdo magazine was targeted for the attack: http://t.co/3s9g3KumkJ #ParisShooting http://t.co/sixK6vrTmI,https://pbs.twimg.com/media/B6wO7aFCYAEPmsH.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552833432540430337\source-tweet\552833432540430337.json,Why #CharlieHebdo magazine was targeted for the attack: #ParisShooting,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552833432540430337.jpg,1,ok
552833662593400833,charliehebdo,real,Paris terrorist attack kills 4 cartoonists including chief editor: Sources http://t.co/s5RUZhL4m3 #CharlieHebdo http://t.co/F5YD2W8h8I,https://pbs.twimg.com/media/B6wPSSVCYAEzekU.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552833662593400833\source-tweet\552833662593400833.json,Paris terrorist attack kills 4 cartoonists including chief editor: Sources #CharlieHebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552833662593400833.jpg,1,ok
552833942777511937,charliehebdo,real,"You can take offence, disapprove, demonstrate; but not silence or kill. We will not be intimidated. #JeSuisCharlie http://t.co/uil7iv8zaF",https://pbs.twimg.com/media/B6wPeSMIEAAjpyB.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552833942777511937\source-tweet\552833942777511937.json,"You can take offence, disapprove, demonstrate; but not silence or kill. We will not be intimidated. #JeSuisCharlie",,0,http_404
552834229722038273,charliehebdo,real,"""I strongly condemn the horrific shooting at the offices of Charlie Hebdo magazine in Paris"" —President Obama http://t.co/qr9zeGU04o",https://pbs.twimg.com/media/B6wPxoGCYAEzFix.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834229722038273\source-tweet\552834229722038273.json,"""I strongly condemn the horrific shooting at the offices of Charlie Hebdo magazine in Paris"" —President Obama",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834229722038273.png,1,ok
552834411553886209,charliehebdo,real,White House responds to shooting at Paris offices of #CharlieHebdo. http://t.co/Cd0y6NAOvE http://t.co/K7rP2sQKeY,https://pbs.twimg.com/media/B6wP2mECIAAZs9K.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834411553886209\source-tweet\552834411553886209.json,White House responds to shooting at Paris offices of #CharlieHebdo.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834411553886209.png,1,ok
552834558706847745,charliehebdo,real,Four of France's most revered cartoonists among those killed in #CharlieHebdo massacre http://t.co/g16D4XMWhk http://t.co/cf7fHuDXfB,https://pbs.twimg.com/media/B6wP0d4CcAIuq6x.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834558706847745\source-tweet\552834558706847745.json,Four of France's most revered cartoonists among those killed in #CharlieHebdo massacre,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834558706847745.jpg,1,ok
552834559297867778,charliehebdo,real,The little weapon! #CharlieHebdo #cartoon http://t.co/VFFZD2f8Rz,https://pbs.twimg.com/media/B6wP1DNCQAEwYqb.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834559297867778\source-tweet\552834559297867778.json,The little weapon! #CharlieHebdo #cartoon,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834559297867778.jpg,1,ok
552834623944671232,charliehebdo,real,Paris #CharlieHebdo attack: This is the worst act of terrorism in France for 50 years http://t.co/JO1hyB4vjj http://t.co/GPrxnlMx7a,https://pbs.twimg.com/media/B6wOy1TCMAEuil1.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834623944671232\source-tweet\552834623944671232.json,Paris #CharlieHebdo attack: This is the worst act of terrorism in France for 50 years,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834623944671232.jpg,1,ok
552834640692912128,charliehebdo,real,Sunni extremists behind #CharlieHebdo attack have no issues mocking Shia holy figures in their own cartoons: @AgMahdi http://t.co/9L9jePj8nb,https://pbs.twimg.com/media/B6wQLRcCQAAbyq_.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834640692912128\source-tweet\552834640692912128.json,Sunni extremists behind #CharlieHebdo attack have no issues mocking Shia holy figures in their own cartoons: @AgMahdi,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834640692912128.jpg,1,ok
552834732325879809,charliehebdo,real,White House @PressSec says shooting at #CharlieHebdo office seems to be an attack on freedom of press. #ParisShooting http://t.co/zulRpKriuv,https://pbs.twimg.com/media/B6wQQncCEAEbE7R.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834732325879809\source-tweet\552834732325879809.json,White House @PressSec says shooting at #CharlieHebdo office seems to be an attack on freedom of press. #ParisShooting,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834732325879809.jpg,1,ok
552834754056556544,charliehebdo,real,"""I may not agree with what you say but will defend your right to say it."" - Voltaire #shocked #JeSuisCharlie http://t.co/DtA3cdpUhU",https://pbs.twimg.com/media/B6wQR3bIUAEO-hl.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834754056556544\source-tweet\552834754056556544.json,"""I may not agree with what you say but will defend your right to say it."" - Voltaire #shocked #JeSuisCharlie",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834754056556544.jpg,1,ok
552834808121163776,charliehebdo,real,"Standing up for freedom of speech, I am tweeting the #CharlieHebdo cartoon http://t.co/iYEyRxeaDk My homage to the French martyrs",https://pbs.twimg.com/media/B6wD-hMCQAE2l4u.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552834808121163776\source-tweet\552834808121163776.json,"Standing up for freedom of speech, I am tweeting the #CharlieHebdo cartoon My homage to the French martyrs",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552834808121163776.jpg,1,ok
552835109372825601,charliehebdo,real,New Yorker's reaction to #CharlieHebdo shooting http://t.co/FwtnxbbNYq,https://pbs.twimg.com/media/B6wQmcjIgAADPgq.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552835109372825601\source-tweet\552835109372825601.json,New Yorker's reaction to #CharlieHebdo shooting,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552835109372825601.jpg,1,ok
552835288725061635,charliehebdo,real,"Again, when a cartoon is worth 1000 words | By Robert Mankoff The @NewYorker Sept 2012 | #CharlieHebdo (@BobMankoff) http://t.co/HcY9M1A9QH",https://pbs.twimg.com/media/B6wQwcLCUAARVgv.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552835288725061635\source-tweet\552835288725061635.json,"Again, when a cartoon is worth 1000 words | By Robert Mankoff The @NewYorker Sept 2012 | #CharlieHebdo (@BobMankoff)",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552835288725061635.jpg,1,ok
552835301547442176,charliehebdo,real,"Freedom of expression, it seems, should not be taken for granted. RIP to those who died defending it. #JeSuisCharlie http://t.co/MexshKELgv",https://pbs.twimg.com/media/B6wQxtlCMAAX95t.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552835301547442176\source-tweet\552835301547442176.json,"Freedom of expression, it seems, should not be taken for granted. RIP to those who died defending it. #JeSuisCharlie",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552835301547442176.jpg,1,ok
552835339325558785,charliehebdo,real,"#JeSuisCharlie trending Worldwide - over 56,000 tweets (via @Trendsmap). More via @BBCTrending http://t.co/k5ArXMMyr9 http://t.co/ZFQ8krnE7U",https://pbs.twimg.com/media/B6wQz92IYAAlzkq.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552835339325558785\source-tweet\552835339325558785.json,"#JeSuisCharlie trending Worldwide - over 56,000 tweets (via @Trendsmap). More via @BBCTrending",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552835339325558785.jpg,1,ok
552835385043062784,charliehebdo,real,"Globally, cartoonists like @na_dessinateur are paying homage to their peers killed in #CharlieHebdo attack http://t.co/tuyqIzp2gi",https://pbs.twimg.com/media/B6wI3kWCMAAQ9nT.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552835385043062784\source-tweet\552835385043062784.json,"Globally, cartoonists like @na_dessinateur are paying homage to their peers killed in #CharlieHebdo attack",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552835385043062784.jpg,1,ok
552835854750605313,charliehebdo,real,'We should be able to satirise religion - religion should be able to cope' http://t.co/mgu7P5oMs7 (Pic: F Strazzari) http://t.co/UhvArPhM38,https://pbs.twimg.com/media/B6wQkwaCMAEnNxX.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552835854750605313\source-tweet\552835854750605313.json,'We should be able to satirise religion - religion should be able to cope' (Pic: F Strazzari),D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552835854750605313.jpg,1,ok
552836100814032896,charliehebdo,real,This HAS to stop. #CharlieHebdo http://t.co/lPrNCPNB5E,https://pbs.twimg.com/media/B6wRgP4IIAAyyY5.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836100814032896\source-tweet\552836100814032896.json,This HAS to stop. #CharlieHebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836100814032896.jpg,1,ok
552836167029514240,charliehebdo,real,"MT @KreaseChan The sort of free expression all authoritarians tolerate, from Syrian artist Ali Farzat. #JeSuisCharlie http://t.co/PSFNDuLUw6",https://pbs.twimg.com/media/B6wRkJhIMAA92D6.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836167029514240\source-tweet\552836167029514240.json,"MT @KreaseChan The sort of free expression all authoritarians tolerate, from Syrian artist Ali Farzat. #JeSuisCharlie",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836167029514240.jpg,1,ok
552836204283326465,charliehebdo,real,"#CharlieHebdo last cover satirizing #ISIS If Mohammed returned:""But I'm the Prophet, blockhead!"" ""Shut up, infidel!"" http://t.co/ausIfclXrF",https://pbs.twimg.com/media/B6wRmS8IEAMTTkh.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836204283326465\source-tweet\552836204283326465.json,"#CharlieHebdo last cover satirizing #ISIS If Mohammed returned:""But I'm the Prophet, blockhead!"" ""Shut up, infidel!""",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836204283326465.jpg,1,ok
552836444835037184,charliehebdo,real,Web strongly condemn this terrorist attack on the Charlie Hebdo http://t.co/cB3mSZwiaE http://t.co/zaZAXvOkv9,https://pbs.twimg.com/media/B6wR0QyCYAApR-a.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836444835037184\source-tweet\552836444835037184.json,Web strongly condemn this terrorist attack on the Charlie Hebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836444835037184.jpg,1,ok
552836586191474689,charliehebdo,real,"Calls for ""every newspaper in Europe"" to print Charlie Hebdo cartoons http://t.co/2tT7BnOx1u http://t.co/oMTsEqXs1h #JeSuisCharlie",https://pbs.twimg.com/media/B6wNabOCAAAySeb.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836586191474689\source-tweet\552836586191474689.json,"Calls for ""every newspaper in Europe"" to print Charlie Hebdo cartoons #JeSuisCharlie",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836586191474689.jpg,1,ok
552836829234614272,charliehebdo,real,Twitter users are expressing solidarity with #CharlieHebdo by using the hashtag #JeSuisCharlie http://t.co/ntUIIhJvl6 http://t.co/kNVlKi7hNe,https://pbs.twimg.com/media/B6wSKn5IIAACqH-.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836829234614272\source-tweet\552836829234614272.json,Twitter users are expressing solidarity with #CharlieHebdo by using the hashtag #JeSuisCharlie,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836829234614272.png,1,ok
552836844560609281,charliehebdo,real,"Counter terrorism expert Colonel Mike Dewar says Paris will have been put on ""virtual shutdown"" #CharlieHebdo http://t.co/qDOohI456v",https://pbs.twimg.com/media/B6wSLetCUAAbiPR.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836844560609281\source-tweet\552836844560609281.json,"Counter terrorism expert Colonel Mike Dewar says Paris will have been put on ""virtual shutdown"" #CharlieHebdo",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836844560609281.png,1,ok
552836898562265088,charliehebdo,real,#France: Dark day for freedom of expression as gunmen attack newspaper office. #CharlieHebdo http://t.co/qqPl3R4ROF http://t.co/RuSLtisGjo,https://pbs.twimg.com/media/B6wSGAhCMAAp2Gl.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836898562265088\source-tweet\552836898562265088.json,#France: Dark day for freedom of expression as gunmen attack newspaper office. #CharlieHebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836898562265088.jpg,1,ok
552836913091330051,charliehebdo,real,"Charlie Hebdo editor Stéphane Charbonnier, killed today, on the ""dead or alive"" list of AQAP (Inspire, March 1 2013) http://t.co/MptFsbYWEz",https://pbs.twimg.com/media/B6wSPhhCIAEkbWI.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552836913091330051\source-tweet\552836913091330051.json,"Charlie Hebdo editor Stéphane Charbonnier, killed today, on the ""dead or alive"" list of AQAP (Inspire, March 1 2013)",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552836913091330051.jpg,1,ok
552837016350912512,charliehebdo,real,"Brilliant: Bob Mankoff, New Yorker cartoon editor #CharlieHebdo http://t.co/hlGxq0Uf7e",https://pbs.twimg.com/media/B6wSVZqCQAIw3uk.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837016350912512\source-tweet\552837016350912512.json,"Brilliant: Bob Mankoff, New Yorker cartoon editor #CharlieHebdo",,0,http_404
552837035732381696,charliehebdo,real,"More than the terrorist, its people like @SudheenKulkarni who are Blot on the society. #ParisShooting #CharlieHebdo http://t.co/8eB7ewyi9W",https://pbs.twimg.com/media/B6wSRn6CEAANcr6.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837035732381696\source-tweet\552837035732381696.json,"More than the terrorist, its people like @SudheenKulkarni who are Blot on the society. #ParisShooting #CharlieHebdo",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552837035732381696.jpg,1,ok
552837078854410241,charliehebdo,real,Photos from scene of deadly attack by gunmen at Paris offices of newspaper Charlie Hebdo. http://t.co/E1zzO50LxX http://t.co/zzzDoDHCSi,https://pbs.twimg.com/media/B6wSZOPIcAAqGKp.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837078854410241\source-tweet\552837078854410241.json,Photos from scene of deadly attack by gunmen at Paris offices of newspaper Charlie Hebdo.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552837078854410241.jpg,1,ok
552837086425128961,charliehebdo,real,"#France update: Car on fire in at synagogue in Paris is an accident, not related w/#CharlieHebdo - #Sarcelles Mayor http://t.co/zk3EY3XHxY",https://pbs.twimg.com/media/B6wM8CwCYAAEvkc.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837086425128961\source-tweet\552837086425128961.json,"#France update: Car on fire in at synagogue in Paris is an accident, not related w/#CharlieHebdo - #Sarcelles Mayor",,0,http_404
552837190360006657,charliehebdo,real,"#CharlieHebdo’s Charb who was massacred today: ""The Kurds defend us all"". Rest in peace brother. #TwitterKurds http://t.co/edIZbJEvja",https://pbs.twimg.com/media/B6wSeyHIIAE-yhI.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837190360006657\source-tweet\552837190360006657.json,"#CharlieHebdo’s Charb who was massacred today: ""The Kurds defend us all"". Rest in peace brother. #TwitterKurds",,0,http_404
552837268160135169,charliehebdo,real,The @NewYorker cartoonist's response to the #CharlieHebdo attack: https://t.co/0gseord87R,https://pbs.twimg.com/media/B6wIyiDIgAAAaW7.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837268160135169\source-tweet\552837268160135169.json,The @NewYorker cartoonist's response to the #CharlieHebdo attack:,,0,http_404
552837499937378305,charliehebdo,real,Why it's Charlie Hebdo's right to draw Muhammad http://t.co/GlF9dgwFS0 http://t.co/YRxTwsNu5q,https://pbs.twimg.com/media/B6wSxHKCUAAhurt.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837499937378305\source-tweet\552837499937378305.json,Why it's Charlie Hebdo's right to draw Muhammad,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552837499937378305.jpg,1,ok
552837561119686656,charliehebdo,real,"""But who wants the English in Europe?"" Quite enjoying some of these #CharlieHebdo covers: https://t.co/p0QS7l0q1H http://t.co/GmzJnnhwc3",https://pbs.twimg.com/media/B6wS1PwIUAAWLZU.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837561119686656\source-tweet\552837561119686656.json,"""But who wants the English in Europe?"" Quite enjoying some of these #CharlieHebdo covers:",,0,http_404
552837610897694720,charliehebdo,real,I see this cartoon by @Shawtooner is doing the rounds. And rightly so. #JeSuisCharlie http://t.co/bGFdkOdIYf,https://pbs.twimg.com/media/B6wS4JiCcAAqaMc.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837610897694720\source-tweet\552837610897694720.json,I see this cartoon by @Shawtooner is doing the rounds. And rightly so. #JeSuisCharlie,,0,http_404
552837644959621120,charliehebdo,real,"#JeSuisCharlie Charb who was assassinated today: ""The Kurds defend us all"". Rest in peace brother. #TwitterKurds http://t.co/L5yVsCOedk",https://pbs.twimg.com/media/B6wSeyHIIAE-yhI.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837644959621120\source-tweet\552837644959621120.json,"#JeSuisCharlie Charb who was assassinated today: ""The Kurds defend us all"". Rest in peace brother. #TwitterKurds",,0,http_404
552837814946394112,charliehebdo,real,#JeSuisCharlie: The internet unites against #CharlieHebdo terrorists. http://t.co/09yiJPKVU2 http://t.co/Lz2xkzisq3,https://pbs.twimg.com/media/B6wTEEZIcAA5wRz.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552837814946394112\source-tweet\552837814946394112.json,#JeSuisCharlie: The internet unites against #CharlieHebdo terrorists.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552837814946394112.jpg,1,ok
552838134627860480,charliehebdo,real,"One of my favourites, particularly relevant right now #CharlieHebdo http://t.co/dKHOOqPJIL",https://pbs.twimg.com/media/B6wTWpECcAAAUjB.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552838134627860480\source-tweet\552838134627860480.json,"One of my favourites, particularly relevant right now #CharlieHebdo",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552838134627860480.jpg,1,ok
552838171323817984,charliehebdo,real,Charlie Hebdo's latest issue. They made fun of all religions... http://t.co/FdMHriGpzh,https://pbs.twimg.com/media/B6wTYzuIAAEKHGd.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552838171323817984\source-tweet\552838171323817984.json,Charlie Hebdo's latest issue. They made fun of all religions...,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552838171323817984.jpg,1,ok
552838440103198720,charliehebdo,real,"Approximate translation: ""Freedom of expression is spilling ink, not shedding blood."" #JeSuisCharlie http://t.co/eC2DR9a1tb",https://pbs.twimg.com/media/B6wKG1sCMAAzsHN.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552838440103198720\source-tweet\552838440103198720.json,"Approximate translation: ""Freedom of expression is spilling ink, not shedding blood."" #JeSuisCharlie",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552838440103198720.jpg,1,ok
552838479844216833,charliehebdo,real,These four pillars of press freedom gone... #CharlieHebdo http://t.co/eLaGHYVrHN,https://pbs.twimg.com/media/B6wTqxEIYAIUalG.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552838479844216833\source-tweet\552838479844216833.json,These four pillars of press freedom gone... #CharlieHebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552838479844216833.jpg,1,ok
552838568717344769,charliehebdo,real,"#CharlieHebdo: Now is the time to uphold freedoms, not give in to fear - @SimonJenkins4 http://t.co/qlYAT1a4bq http://t.co/JBDj5RX0aT",https://pbs.twimg.com/media/B6wTv6aCIAEkmD4.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552838568717344769\source-tweet\552838568717344769.json,"#CharlieHebdo: Now is the time to uphold freedoms, not give in to fear - @SimonJenkins4",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552838568717344769.png,1,ok
552838613877411840,charliehebdo,real,My deepest condolences to those in Paris &amp; #CharlieHebdo! Over a cartoon!??... What happened to #FreedomOfSpeech ? http://t.co/xCiLxvTlk4,https://pbs.twimg.com/media/B6wTyRYCYAAg5JM.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552838613877411840\source-tweet\552838613877411840.json,My deepest condolences to those in Paris &amp; #CharlieHebdo! Over a cartoon!??... What happened to #FreedomOfSpeech ?,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552838613877411840.jpg,1,ok
552838710296080384,charliehebdo,real,This http://t.co/yAKOt5aARE #JeSuisCharlie http://t.co/hUYhnDDBSf,https://pbs.twimg.com/media/B6wTwP9CIAAnC73.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552838710296080384\source-tweet\552838710296080384.json,This #JeSuisCharlie,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552838710296080384.png,1,ok
552839103214288896,charliehebdo,real,Video purportedly shows gunmen fleeing after opening fire at #CharlieHebdo offices in France. http://t.co/yNCZFyhV5a http://t.co/5M9IGKUGWR,https://pbs.twimg.com/media/B6wUPB5CEAAE1YZ.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552839103214288896\source-tweet\552839103214288896.json,Video purportedly shows gunmen fleeing after opening fire at #CharlieHebdo offices in France.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552839103214288896.jpg,1,ok
552839289919533056,charliehebdo,real,Post the caricatures in solidarity and respect for the heroes from the satiric magazine #CharlieHebdo http://t.co/Ts1qzQKGtV,https://pbs.twimg.com/media/B6wUZ4LCEAAcrYE.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552839289919533056\source-tweet\552839289919533056.json,Post the caricatures in solidarity and respect for the heroes from the satiric magazine #CharlieHebdo,,0,http_404
552839385209917440,charliehebdo,real,Twitter campaign launched following #CharlieHebdo massacre with #JeSuisCharlie (IAmCharlie). http://t.co/b1YcqtC5LE http://t.co/GrFOgOnKRh,https://pbs.twimg.com/media/B6wT5bCCYAAcJ25.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552839385209917440\source-tweet\552839385209917440.json,Twitter campaign launched following #CharlieHebdo massacre with #JeSuisCharlie (IAmCharlie).,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552839385209917440.jpg,1,ok
552839800433410049,charliehebdo,real,"Dear #ISIS, If you can't handle being lampooned then you are not ready to be politically relevant. #CharlieHebdo http://t.co/zLmUQr0uh1",https://pbs.twimg.com/media/B6wU3mtIEAA4t1B.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552839800433410049\source-tweet\552839800433410049.json,"Dear #ISIS, If you can't handle being lampooned then you are not ready to be politically relevant. #CharlieHebdo",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552839800433410049.jpg,1,ok
552839936521830401,charliehebdo,real,"AP took &gt;4 photos of Charb with the famous cover. UK papers are, AFAIK, only using bottom right one. #CharlieHebdo http://t.co/aKpB615dim",https://pbs.twimg.com/media/B6wU_hUIYAEEA1U.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552839936521830401\source-tweet\552839936521830401.json,"AP took &gt;4 photos of Charb with the famous cover. UK papers are, AFAIK, only using bottom right one. #CharlieHebdo",,0,http_404
